OBJECTID_1,OBJECTID,Id,GridID,Score,ShapeSTArea,ShapeSTLength
278,1871,0,2917,0,6969600.70421999,10560.0005335
279,2095,0,3398,1,6969600.70421999,10560.0005335
280,1100,0,1764,2,6969599.83808,10559.9998773333
281,1477,0,2246,1,6969599.83808,10559.9998773333
282,1521,0,2328,0,6969599.83808,10559.9998773333
283,1853,0,2872,2,6969599.83808,10559.9998773333
284,1762,0,2701,1,6969599.83808,10559.9998773333
285,27,0,256,4,6969599.83808,10559.9998773333
286,473,0,1023,4,6969599.83808,10559.9998773333
287,3467,0,3111,0,6969599.83808,10559.9998773333
288,440,0,990,1,6969599.83808,10559.9998773333
289,58,0,371,1,6969599.83808,10559.9998773333
290,567,0,1137,0,6969599.83808,10559.9998773333
291,2608,0,326,0,6969600.70421999,10560.0005335
292,133,0,544,2,6969599.83808,10559.9998773333
293,2413,0,86,0,6969599.83808,10559.9998773333
294,277,0,771,2,6969600.70421999,10560.0005335
295,1012,0,1665,2,6969599.83808,10559.9998773333
296,1728,0,2643,0,6969599.83808,10559.9998773333
297,3742,0,3573,0,6969599.83808,10559.9998773333
298,2228,0,3784,0,6969599.83808,10559.9998773333
299,1017,0,1670,2,6969599.83808,10559.9998773333
300,734,0,1347,2,6969599.83808,10559.9998773333
301,543,0,1113,2,6969599.83808,10559.9998773333
302,976,0,1623,1,6969599.83808,10559.9998773333
303,989,0,1642,5,6969599.83808,10559.9998773333
304,333,0,842,0,6969599.83808,10559.9998773333
305,1201,0,1882,2,6969599.83808,10559.9998773333
306,1213,0,1894,4,6969600.70421999,10560.0005335
307,1785,0,2748,2,6969599.83808,10559.9998773333
308,516,0,1076,5,6969599.83808,10559.9998773333
309,255,0,734,0,6969600.70421999,10560.0005335
310,3853,0,3746,0,6969599.83808,10559.9998773333
311,394,0,932,1,6969600.70421999,10560.0005335
312,2134,0,3506,1,6969599.83808,10559.9998773333
313,1876,0,2922,0,6969599.83808,10559.9998773333
314,2811,0,709,0,6969599.83808,10559.9998773333
315,810,0,1433,4,6969599.83808,10559.9998773333
316,2209,0,3727,1,6969599.83808,10559.9998773333
317,1788,0,2751,1,6969599.83808,10559.9998773333
318,1800,0,2763,1,6969599.83808,10559.9998773333
319,1282,0,1986,1,6969599.83808,10559.9998773333
320,439,0,989,1,6969599.83808,10559.9998773333
321,1926,0,3027,0,6969599.83808,10559.9998773333
322,1914,0,2987,1,6969599.83808,10559.9998773333
323,1703,0,2594,3,6969599.83808,10559.9998773333
324,342,0,851,2,6969599.83808,10559.9998773333
325,731,0,1344,3,6969599.83808,10559.9998773333
326,2077,0,3380,0,6969600.70421999,10560.0005335
327,2027,0,3262,0,6969599.83808,10559.9998773333
328,2040,0,3275,3,6969600.70421999,10560.0005335
329,3706,0,3492,0,6969599.83808,10559.9998773333
330,1153,0,1825,4,6969600.70421999,10560.0005335
331,2631,0,349,0,6969599.83808,10559.9998773333
332,2948,0,1389,0,6969599.83808,10559.9998773333
333,747,0,1360,3,6969599.83808,10559.9998773333
334,811,0,1434,2,6969599.83808,10559.9998773333
335,2200,0,3681,1,6969600.70421999,10560.0005335
336,2175,0,3619,1,6969599.83808,10559.9998773333
337,1769,0,2708,3,6969599.83808,10559.9998773333
338,222,0,698,0,6969599.83808,10559.9998773333
339,1609,0,2457,1,6969599.83808,10559.9998773333
340,2172,0,3616,1,6969599.83808,10559.9998773333
341,843,0,1475,0,6969599.83808,10559.9998773333
342,1733,0,2648,3,6969600.70421999,10560.0005335
343,1212,0,1893,6,6969599.83808,10559.9998773333
344,1007,0,1660,5,6969599.83808,10559.9998773333
345,59,0,372,2,6969599.83808,10559.9998773333
346,959,0,1606,4,6969599.83808,10559.9998773333
347,590,0,1169,1,6969599.83808,10559.9998773333
348,11,0,142,0,6969599.83808,10559.9998773333
349,48,0,321,1,6969600.70421999,10560.0005335
350,525,0,1085,0,6969599.83808,10559.9998773333
351,1235,0,1927,2,6969599.83808,10559.9998773333
352,1102,0,1766,3,6969599.83808,10559.9998773333
353,1604,0,2452,2,6969599.83808,10559.9998773333
354,1880,0,2926,0,6969599.83808,10559.9998773333
355,494,0,1054,0,6969599.83808,10559.9998773333
356,1553,0,2360,1,6969599.83808,10559.9998773333
357,193,0,648,0,6969599.83808,10559.9998773333
358,868,0,1500,0,6969599.83808,10559.9998773333
359,877,0,1517,2,6969600.70421999,10560.0005335
360,1863,0,2882,2,6969599.83808,10559.9998773333
361,1387,0,2121,3,6969599.83808,10559.9998773333
362,257,0,736,0,6969599.83808,10559.9998773333
363,1646,0,2515,3,6969599.83808,10559.9998773333
364,506,0,1066,3,6969599.83808,10559.9998773333
365,217,0,677,3,6969599.83808,10559.9998773333
366,1276,0,1980,1,6969599.83808,10559.9998773333
367,819,0,1442,1,6969599.83808,10559.9998773333
368,1943,0,3044,0,6969599.83808,10559.9998773333
369,1628,0,2476,2,6969599.83808,10559.9998773333
370,532,0,1092,0,6969599.83808,10559.9998773333
371,1928,0,3029,1,6969599.83808,10559.9998773333
372,1428,0,2179,5,6969600.70421999,10560.0005335
373,1254,0,1946,3,6969599.83808,10559.9998773333
374,3534,0,3202,0,6969599.83808,10559.9998773333
375,2219,0,3737,2,6969599.83808,10559.9998773333
376,2161,0,3568,0,6969599.83808,10559.9998773333
377,208,0,668,3,6969599.83808,10559.9998773333
378,420,0,958,1,6969600.70421999,10560.0005335
379,495,0,1055,0,6969599.83808,10559.9998773333
380,232,0,708,0,6969599.83808,10559.9998773333
381,348,0,857,0,6969599.83808,10559.9998773333
382,2766,0,591,0,6969599.83808,10559.9998773333
383,2165,0,3572,1,6969599.83808,10559.9998773333
384,722,0,1324,1,6969599.83808,10559.9998773333
385,795,0,1418,2,6969599.83808,10559.9998773333
386,1718,0,2633,1,6969599.83808,10559.9998773333
387,635,0,1225,0,6969599.83808,10559.9998773333
388,2814,0,740,0,6969599.83808,10559.9998773333
389,1579,0,2406,3,6969599.83808,10559.9998773333
390,809,0,1432,5,6969599.83808,10559.9998773333
391,130,0,541,2,6969599.83808,10559.9998773333
392,2220,0,3738,0,6969599.83808,10559.9998773333
393,750,0,1363,2,6969599.83808,10559.9998773333
394,1071,0,1729,1,6969599.83808,10559.9998773333
395,1059,0,1717,3,6969599.83808,10559.9998773333
396,688,0,1290,2,6969599.83808,10559.9998773333
397,1214,0,1895,2,6969599.83808,10559.9998773333
398,1356,0,2074,3,6969599.83808,10559.9998773333
399,862,0,1494,0,6969599.83808,10559.9998773333
400,368,0,892,5,6969599.83808,10559.9998773333
401,1647,0,2516,3,6969599.83808,10559.9998773333
402,1678,0,2569,2,6969600.70421999,10560.0005335
403,1641,0,2510,0,6969599.83808,10559.9998773333
404,1141,0,1813,2,6969599.83808,10559.9998773333
405,2188,0,3669,1,6969599.83808,10559.9998773333
406,2007,0,3207,1,6969600.70421999,10560.0005335
407,2223,0,3741,1,6969599.83808,10559.9998773333
408,2247,0,3803,0,6969599.83808,10559.9998773333
409,143,0,554,1,6969599.83808,10559.9998773333
410,1484,0,2272,0,6969599.83808,10559.9998773333
411,1821,0,2809,1,6969600.70421999,10560.0005335
412,564,0,1134,1,6969599.83808,10559.9998773333
413,1245,0,1937,4,6969599.83808,10559.9998773333
414,784,0,1407,0,6969599.83808,10559.9998773333
415,1210,0,1891,2,6969599.83808,10559.9998773333
416,3815,0,3667,0,6969599.83808,10559.9998773333
417,1552,0,2359,4,6969599.83808,10559.9998773333
418,2185,0,3629,0,6969599.83808,10559.9998773333
419,2745,0,539,0,6969600.70421999,10560.0005335
420,638,0,1228,1,6969599.83808,10559.9998773333
421,268,0,762,3,6969599.83808,10559.9998773333
422,752,0,1365,1,6969599.83808,10559.9998773333
423,2061,0,3330,4,6969599.83808,10559.9998773333
424,371,0,895,0,6969599.83808,10559.9998773333
425,1689,0,2580,0,6969599.83808,10559.9998773333
426,3141,0,2326,0,6969600.70421999,10560.0005335
427,1178,0,1850,1,6969599.83808,10559.9998773333
428,1559,0,2386,1,6969599.83808,10559.9998773333
429,693,0,1295,4,6969599.83808,10559.9998773333
430,2168,0,3612,0,6969599.83808,10559.9998773333
431,26,0,255,4,6969599.83808,10559.9998773333
432,2925,0,1271,0,6969599.83808,10559.9998773333
433,1602,0,2450,1,6969599.83808,10559.9998773333
434,2319,0,4032,2,6969600.70421999,10560.0005335
435,71,0,384,0,6969599.83808,10559.9998773333
436,491,0,1051,1,6969599.83808,10559.9998773333
437,121,0,523,1,6969599.83808,10559.9998773333
438,1036,0,1694,0,6969599.83808,10559.9998773333
439,2184,0,3628,0,6969599.83808,10559.9998773333
440,262,0,756,0,6969599.83808,10559.9998773333
441,462,0,1012,3,6969599.83808,10559.9998773333
442,738,0,1351,0,6969600.70421999,10560.0005335
443,992,0,1645,3,6969599.83808,10559.9998773333
444,1642,0,2511,2,6969600.70421999,10560.0005335
445,2166,0,3610,0,6969599.83808,10559.9998773333
446,1030,0,1688,0,6969600.70421999,10560.0005335
447,718,0,1320,1,6969599.83808,10559.9998773333
448,512,0,1072,1,6969599.83808,10559.9998773333
449,901,0,1541,4,6969600.70421999,10560.0005335
450,431,0,969,1,6969600.70421999,10560.0005335
451,187,0,642,1,6969599.83808,10559.9998773333
452,1094,0,1758,5,6969599.83808,10559.9998773333
453,1852,0,2871,0,6969599.83808,10559.9998773333
454,753,0,1366,1,6969599.83808,10559.9998773333
455,2217,0,3735,0,6969599.83808,10559.9998773333
456,925,0,1565,0,6969600.70421999,10560.0005335
457,1923,0,2996,2,6969600.70421999,10560.0005335
458,4139,0,4137,0,6969599.83808,10559.9998773333
459,2843,0,813,0,6969599.83808,10559.9998773333
460,1488,0,2276,3,6969599.83808,10559.9998773333
461,972,0,1619,0,6969599.83808,10559.9998773333
462,2234,0,3790,2,6969599.83808,10559.9998773333
463,1925,0,3026,0,6969599.83808,10559.9998773333
464,2967,0,1507,0,6969599.83808,10559.9998773333
465,461,0,1011,0,6969599.83808,10559.9998773333
466,459,0,1009,0,6969599.83808,10559.9998773333
467,66,0,379,0,6969599.83808,10559.9998773333
468,4141,0,4139,0,6969599.83808,10559.9998773333
469,2326,0,4081,0,6969599.83808,10559.9998773333
470,2190,0,3671,1,6969600.70421999,10560.0005335
471,1155,0,1827,2,6969599.83808,10559.9998773333
472,649,0,1239,3,6969599.83808,10559.9998773333
473,211,0,671,1,6969599.83808,10559.9998773333
474,492,0,1052,1,6969599.83808,10559.9998773333
475,1712,0,2627,2,6969600.70421999,10560.0005335
476,813,0,1436,2,6969599.83808,10559.9998773333
477,397,0,935,1,6969600.70421999,10560.0005335
478,1124,0,1788,0,6969599.83808,10559.9998773333
479,1823,0,2811,0,6969601.57036009,10560.0011896667
480,387,0,911,0,6969599.83808,10559.9998773333
481,1578,0,2405,1,6969600.70421999,10560.0005335
482,733,0,1346,2,6969599.83808,10559.9998773333
483,2294,0,3965,2,6969599.83808,10559.9998773333
484,546,0,1116,3,6969599.83808,10559.9998773333
485,2002,0,3168,0,6969599.83808,10559.9998773333
486,2155,0,3562,1,6969599.83808,10559.9998773333
487,269,0,763,1,6969599.83808,10559.9998773333
488,154,0,584,0,6969599.83808,10559.9998773333
489,2160,0,3567,1,6969599.83808,10559.9998773333
490,902,0,1542,3,6969600.70421999,10560.0005335
491,227,0,703,0,6969599.83808,10559.9998773333
492,719,0,1321,1,6969599.83808,10559.9998773333
493,363,0,887,0,6969600.70421999,10560.0005335
494,3408,0,2997,0,6969599.83808,10559.9998773333
495,1492,0,2280,1,6969599.83808,10559.9998773333
496,1750,0,2689,1,6969599.83808,10559.9998773333
497,1038,0,1696,0,6969599.83808,10559.9998773333
498,1650,0,2519,0,6969599.83808,10559.9998773333
499,1293,0,1997,4,6969599.83808,10559.9998773333
500,991,0,1644,3,6969599.83808,10559.9998773333
501,2993,0,1740,0,6969599.83808,10559.9998773333
502,1932,0,3033,2,6969600.70421999,10560.0005335
503,221,0,697,0,6969599.83808,10559.9998773333
504,1693,0,2584,2,6969599.83808,10559.9998773333
505,1016,0,1669,2,6969599.83808,10559.9998773333
506,1583,0,2410,2,6969599.83808,10559.9998773333
507,1307,0,2011,2,6969599.83808,10559.9998773333
508,592,0,1171,5,6969599.83808,10559.9998773333
509,1710,0,2625,2,6969599.83808,10559.9998773333
510,1858,0,2877,1,6969599.83808,10559.9998773333
511,501,0,1061,0,6969600.70421999,10560.0005335
512,175,0,612,0,6969599.83808,10559.9998773333
513,1159,0,1831,4,6969599.83808,10559.9998773333
514,944,0,1591,3,6969599.83808,10559.9998773333
515,1912,0,2985,4,6969600.70421999,10560.0005335
516,687,0,1289,2,6969599.83808,10559.9998773333
517,1563,0,2390,1,6969599.83808,10559.9998773333
518,654,0,1244,3,6969599.83808,10559.9998773333
519,1877,0,2923,1,6969599.83808,10559.9998773333
520,2156,0,3563,1,6969599.83808,10559.9998773333
521,1193,0,1874,2,6969599.83808,10559.9998773333
522,1357,0,2075,3,6969599.83808,10559.9998773333
523,332,0,841,0,6969599.83808,10559.9998773333
524,294,0,788,1,6969599.83808,10559.9998773333
525,3297,0,2735,0,6969599.83808,10559.9998773333
526,1809,0,2797,0,6969600.70421999,10560.0005335
