OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Total_Households,Less_than_10000,i10000_to_14999,i15000_to19999,i20000_to_24999,i25000_to_29999,i30000_to_34999,i35000_to_39999,i40000_to_44999,i45000_to_49999,i50000_to_59999,i60000_to_74999,i75000_to_99999,i100000_to_124999,i125000_to_149999,i150000_to_199999,i200000_or_more,Median_Household_Income,TotalFamilies,FamiliesInPoverty,FamilyPovertyRate,SHAPESTArea,SHAPESTLength
3738,37,119,005842,1,371190058421,Block Group 1,0016568,"Block Group 1, Census Tract 58.42, Mecklenburg County, North Carolina",809,34,0,0,17,82,14,32,87,55,83,101,208,34,16,34,12,62563,386,14,0.03626943,8629037.61291504,12766.925980017
3739,37,119,005829,2,371190058292,Block Group 2,0016541,"Block Group 2, Census Tract 58.29, Mecklenburg County, North Carolina",561,17,8,33,43,18,59,84,54,18,68,33,75,43,8,0,0,42202,282,7,0.0248227,11007101.9871211,13881.8355375547
3740,37,119,005512,1,371190055121,Block Group 1,0016428,"Block Group 1, Census Tract 55.12, Mecklenburg County, North Carolina",333,42,55,20,0,0,43,17,17,49,7,0,59,12,0,0,12,37321,195,32,0.16410256,13349155.8724229,17525.6364016983
3741,37,119,001915,3,371190019153,Block Group 3,0016211,"Block Group 3, Census Tract 19.15, Mecklenburg County, North Carolina",407,21,34,12,39,11,38,10,23,70,141,8,0,0,0,0,0,48054,260,41,0.15769231,3928426.90417129,8496.96244300157
3742,37,119,005524,4,371190055244,Block Group 4,0016459,"Block Group 4, Census Tract 55.24, Mecklenburg County, North Carolina",637,63,0,29,14,22,0,0,0,38,160,30,169,40,0,14,58,59813,434,0,0,20580941.9709072,27237.7029885971
3743,37,119,001608,1,371190016081,Block Group 1,0016182,"Block Group 1, Census Tract 16.08, Mecklenburg County, North Carolina",888,95,53,60,99,104,44,82,55,46,99,67,65,0,13,6,0,34113,412,158,0.38349515,11730277.6230256,16211.8555050495
3744,37,119,006006,1,371190060061,Block Group 1,0016612,"Block Group 1, Census Tract 60.06, Mecklenburg County, North Carolina",1105,0,13,66,108,85,38,96,85,110,21,120,116,108,19,120,0,48898,778,87,0.11182519,27128672.7307033,26685.5507578262
3745,37,119,003017,2,371190030172,Block Group 2,0016305,"Block Group 2, Census Tract 30.17, Mecklenburg County, North Carolina",1048,31,11,10,41,10,22,21,9,40,88,48,133,81,98,173,232,119219,799,11,0.01376721,28064673.0051578,23603.6324834576
3746,37,119,005614,1,371190056141,Block Group 1,0016475,"Block Group 1, Census Tract 56.14, Mecklenburg County, North Carolina",867,45,0,0,0,0,17,0,0,0,166,81,257,190,66,17,28,89479,678,12,0.01769912,26449002.6955178,24927.4565204097
3747,37,119,005619,1,371190056191,Block Group 1,0016484,"Block Group 1, Census Tract 56.19, Mecklenburg County, North Carolina",897,65,15,26,32,32,43,18,72,63,46,84,205,123,30,37,6,64844,621,14,0.02254428,31148984.379824,34926.4362252026
3748,37,119,006403,3,371190064033,Block Group 3,0016673,"Block Group 3, Census Tract 64.03, Mecklenburg County, North Carolina",549,9,0,0,39,18,0,16,0,7,13,62,42,42,59,72,170,141369,379,0,0,41387228.4957187,31317.7985716096
3749,37,119,005833,2,371190058332,Block Group 2,0016549,"Block Group 2, Census Tract 58.33, Mecklenburg County, North Carolina",972,0,0,0,9,0,37,31,49,0,59,84,107,155,93,122,226,115357,857,0,0,28978377.7731621,27625.4937043438
3750,37,119,003300,2,371190033002,Block Group 2,0016329,"Block Group 2, Census Tract 33, Mecklenburg County, North Carolina",506,3,6,22,38,0,67,0,32,0,66,73,11,75,44,39,30,65000,193,3,0.01554404,5790616.83284375,9796.50039402164
3751,37,119,001508,2,371190015082,Block Group 2,0016170,"Block Group 2, Census Tract 15.08, Mecklenburg County, North Carolina",1060,0,66,46,0,0,25,18,180,19,187,69,162,131,55,31,71,59652,802,60,0.07481297,26881397.5782188,23269.4368106047
3752,37,119,005913,2,371190059132,Block Group 2,0016600,"Block Group 2, Census Tract 59.13, Mecklenburg County, North Carolina",1143,18,59,17,0,25,65,106,64,41,94,253,126,101,51,48,75,66925,699,10,0.01430615,31425393.378482,24557.0949885322
3753,37,119,005812,1,371190058121,Block Group 1,0016518,"Block Group 1, Census Tract 58.12, Mecklenburg County, North Carolina",1069,55,46,75,0,51,45,41,9,25,59,54,106,94,96,180,133,92604,670,0,0,25083813.3828531,22166.2679555236
3754,37,119,005524,5,371190055245,Block Group 5,0016460,"Block Group 5, Census Tract 55.24, Mecklenburg County, North Carolina",729,114,0,53,0,14,14,46,30,34,162,92,98,15,44,0,13,55525,190,15,0.07894737,56785572.3568238,35133.1458481978
3755,37,119,003011,1,371190030111,Block Group 1,0016289,"Block Group 1, Census Tract 30.11, Mecklenburg County, North Carolina",548,0,0,0,0,20,22,0,32,0,56,31,67,107,23,68,122,104385,349,0,0,14071322.0799238,15453.5060299444
3756,37,119,006204,1,371190062041,Block Group 1,0016643,"Block Group 1, Census Tract 62.04, Mecklenburg County, North Carolina",819,17,0,11,13,16,0,18,27,0,27,73,64,78,32,124,319,165438,614,0,0,107832231.701336,46853.0442205112
3757,37,119,001505,1,371190015051,Block Group 1,0016165,"Block Group 1, Census Tract 15.05, Mecklenburg County, North Carolina",1264,94,10,74,42,31,116,159,37,20,156,120,173,145,45,29,13,53000,923,166,0.17984832,56541430.4648799,30277.9145046707
3758,37,119,003006,1,371190030061,Block Group 1,0016279,"Block Group 1, Census Tract 30.06, Mecklenburg County, North Carolina",706,0,0,10,10,11,9,39,12,8,73,65,53,42,55,98,221,140250,532,0,0,16761885.4152121,19133.0851248433
3759,37,119,003103,1,371190031031,Block Group 1,0016310,"Block Group 1, Census Tract 31.03, Mecklenburg County, North Carolina",940,13,38,10,44,62,96,18,30,74,44,34,174,124,0,139,40,76591,241,33,0.13692946,12536437.8544043,18172.1182389889
3760,37,119,006211,1,371190062111,Block Group 1,0016653,"Block Group 1, Census Tract 62.11, Mecklenburg County, North Carolina",1260,15,14,11,47,13,38,0,12,48,26,130,124,175,25,98,484,124179,976,40,0.04098361,36885977.8850115,26149.7957155248
3761,37,119,005710,2,371190057102,Block Group 2,0016499,"Block Group 2, Census Tract 57.10, Mecklenburg County, North Carolina",1009,69,65,70,80,47,151,61,116,31,86,67,89,49,0,5,23,36520,483,76,0.1573499,10710679.4712357,15828.2996715419
3762,37,119,005917,1,371190059171,Block Group 1,0016608,"Block Group 1, Census Tract 59.17, Mecklenburg County, North Carolina",1411,32,56,0,28,0,49,99,127,82,267,119,204,131,111,74,32,58768,734,88,0.11989101,23829564.8433252,21270.3465179415
3763,37,119,004500,1,371190045001,Block Group 1,0016383,"Block Group 1, Census Tract 45, Mecklenburg County, North Carolina",316,65,91,38,0,24,0,36,6,0,18,7,31,0,0,0,0,17632,154,118,0.76623377,13303656.8895221,17195.7796416465
3764,37,119,005811,2,371190058112,Block Group 2,0016517,"Block Group 2, Census Tract 58.11, Mecklenburg County, North Carolina",787,34,0,61,44,0,15,9,19,28,84,107,112,119,70,9,76,72344,429,15,0.03496503,16768953.270949,20103.3444018626
3765,37,119,004302,1,371190043021,Block Group 1,0016373,"Block Group 1, Census Tract 43.02, Mecklenburg County, North Carolina",392,99,30,25,71,0,26,10,10,11,25,40,9,19,0,17,0,21479,196,29,0.14795918,6709968.59987988,11823.5914722267
3766,37,119,003808,1,371190038081,Block Group 1,0016353,"Block Group 1, Census Tract 38.08, Mecklenburg County, North Carolina",718,142,37,66,80,71,53,51,0,34,16,35,114,19,0,0,0,26635,421,201,0.47743468,3185037.00746914,7767.34157835646
3767,37,119,004200,1,371190042001,Block Group 1,0016369,"Block Group 1, Census Tract 42, Mecklenburg County, North Carolina",269,47,6,34,32,12,44,16,27,0,24,15,12,0,0,0,0,30547,120,30,0.25,7278805.97431953,14404.6918920601
3768,37,119,004302,2,371190043022,Block Group 2,0016374,"Block Group 2, Census Tract 43.02, Mecklenburg County, North Carolina",973,74,41,108,112,75,61,60,80,0,85,123,55,69,0,15,15,35646,447,44,0.098434,17850241.148673,24481.4186401896
3769,37,119,006204,3,371190062043,Block Group 3,0016645,"Block Group 3, Census Tract 62.04, Mecklenburg County, North Carolina",1171,11,0,0,26,0,19,14,18,17,12,10,97,122,112,222,491,176319,1113,26,0.02336029,116343967.60362,51235.6816005231
3770,37,119,003013,2,371190030132,Block Group 2,0016297,"Block Group 2, Census Tract 30.13, Mecklenburg County, North Carolina",970,45,17,0,0,17,0,33,18,35,87,97,79,78,152,106,206,110909,718,0,0,30019780.4847982,30047.5053738917
3771,37,119,005518,1,371190055181,Block Group 1,0016441,"Block Group 1, Census Tract 55.18, Mecklenburg County, North Carolina",1334,0,15,0,39,8,28,24,108,17,37,134,142,366,206,105,105,104741,907,0,0,32034415.3280547,26842.5335106872
3772,37,119,005519,2,371190055192,Block Group 2,0016444,"Block Group 2, Census Tract 55.19, Mecklenburg County, North Carolina",1111,78,0,78,42,38,69,110,83,36,96,53,144,67,73,116,28,51014,685,86,0.12554745,48942762.2304143,37117.8663655604
3773,37,119,005523,1,371190055231,Block Group 1,0016453,"Block Group 1, Census Tract 55.23, Mecklenburg County, North Carolina",632,11,9,0,0,0,68,94,65,79,89,66,131,0,10,0,10,48864,106,0,0,61786235.8901555,32495.872724767
3774,37,119,002702,2,371190027022,Block Group 2,0016261,"Block Group 2, Census Tract 27.02, Mecklenburg County, North Carolina",983,30,14,0,0,24,25,33,28,12,128,67,89,56,10,68,399,120234,546,0,0,11769983.2659814,14972.9160259013
3775,37,119,005909,2,371190059092,Block Group 2,0016593,"Block Group 2, Census Tract 59.09, Mecklenburg County, North Carolina",1433,55,21,30,41,52,0,43,0,49,68,189,517,128,23,67,150,84250,1107,91,0.08220416,33351811.4503959,23851.0274052438
3776,37,119,005401,3,371190054013,Block Group 3,0016413,"Block Group 3, Census Tract 54.01, Mecklenburg County, North Carolina",559,15,72,0,51,67,78,0,70,15,64,75,40,12,0,0,0,32388,260,0,0,28103291.5484703,31196.7904281343
3777,37,119,001400,1,371190014001,Block Group 1,0016160,"Block Group 1, Census Tract 14, Mecklenburg County, North Carolina",721,0,8,15,16,0,22,15,64,12,81,95,129,82,29,87,66,76693,344,15,0.04360465,11416328.3750117,16279.5862662068
3778,37,119,001701,1,371190017011,Block Group 1,0016186,"Block Group 1, Census Tract 17.01, Mecklenburg County, North Carolina",672,31,30,25,19,31,48,81,31,13,29,86,49,139,19,12,29,59750,229,27,0.11790393,11972337.3460689,16281.3618492202
3779,37,119,005517,1,371190055171,Block Group 1,0016439,"Block Group 1, Census Tract 55.17, Mecklenburg County, North Carolina",1291,32,8,36,27,21,18,87,52,60,87,111,214,228,88,114,108,86023,828,17,0.0205314,20450915.0250086,21224.1631263567
3780,37,119,002903,1,371190029031,Block Group 1,0016266,"Block Group 1, Census Tract 29.03, Mecklenburg County, North Carolina",478,0,0,11,0,0,0,0,16,0,13,10,64,10,53,53,248,212045,416,0,0,14467949.1085359,16041.1287360387
3781,37,119,003300,3,371190033003,Block Group 3,0016330,"Block Group 3, Census Tract 33, Mecklenburg County, North Carolina",459,8,19,21,0,18,10,0,18,36,91,80,46,43,29,9,31,60417,93,0,0,5705462.45851895,11894.7420427497
3782,37,119,005825,1,371190058251,Block Group 1,0016532,"Block Group 1, Census Tract 58.25, Mecklenburg County, North Carolina",1617,102,58,140,68,156,85,41,128,62,216,165,151,48,116,31,50,47872,668,43,0.06437126,28386663.3949145,34802.7433724094
3783,37,119,005825,2,371190058252,Block Group 2,0016533,"Block Group 2, Census Tract 58.25, Mecklenburg County, North Carolina",680,47,38,0,45,26,43,49,62,14,16,164,32,102,0,13,29,58750,399,13,0.03258145,31851602.1788602,33351.4418664708
3784,37,119,001920,3,371190019203,Block Group 3,0016225,"Block Group 3, Census Tract 19.20, Mecklenburg County, North Carolina",358,0,39,38,46,0,70,12,0,9,60,0,43,20,11,10,0,32000,245,77,0.31428571,5033422.29192637,10882.2861171375
3785,37,119,005614,2,371190056142,Block Group 2,0016476,"Block Group 2, Census Tract 56.14, Mecklenburg County, North Carolina",1055,0,18,0,0,116,73,18,0,47,53,142,187,81,128,103,89,80889,686,62,0.09037901,28413815.0574791,27011.7317722389
3786,37,119,001603,1,371190016031,Block Group 1,0016176,"Block Group 1, Census Tract 16.03, Mecklenburg County, North Carolina",1108,30,132,96,101,132,60,48,17,51,85,40,170,44,28,67,7,35259,515,108,0.20970874,13510340.2338539,20493.2109543883
3787,37,119,001802,2,371190018022,Block Group 2,0016196,"Block Group 2, Census Tract 18.02, Mecklenburg County, North Carolina",857,26,0,57,126,68,39,35,19,10,76,100,111,85,50,42,13,55898,317,26,0.08201893,17098674.2693293,20423.4981349367
3788,37,119,004305,2,371190043052,Block Group 2,0016380,"Block Group 2, Census Tract 43.05, Mecklenburg County, North Carolina",1239,64,49,118,132,208,112,91,60,36,165,77,80,25,0,22,0,31083,675,140,0.20740741,16740273.6604152,17393.7735109419
3789,37,119,003015,2,371190030152,Block Group 2,0016299,"Block Group 2, Census Tract 30.15, Mecklenburg County, North Carolina",789,0,27,34,0,0,9,0,0,26,47,84,116,109,95,100,142,104799,688,10,0.01453488,22758901.21246,23441.6481712346
3790,37,119,005516,1,371190055161,Block Group 1,0016438,"Block Group 1, Census Tract 55.16, Mecklenburg County, North Carolina",636,16,20,2,0,5,3,19,22,4,46,86,86,74,47,96,110,103250,571,30,0.0525394,13187600.9971043,18648.2239793588
3791,37,119,001702,1,371190017021,Block Group 1,0016188,"Block Group 1, Census Tract 17.02, Mecklenburg County, North Carolina",529,46,50,0,22,23,53,22,18,23,51,71,62,55,21,0,12,50446,261,48,0.18390805,18971042.6681994,19063.6997745897
3792,37,119,001923,2,371190019232,Block Group 2,0016230,"Block Group 2, Census Tract 19.23, Mecklenburg County, North Carolina",427,14,30,16,18,0,24,24,14,27,58,78,32,42,7,32,11,58203,312,69,0.22115385,8883252.72013047,20479.0456261097
3793,37,119,003201,1,371190032011,Block Group 1,0016321,"Block Group 1, Census Tract 32.01, Mecklenburg County, North Carolina",364,0,0,13,14,5,0,0,16,51,11,21,56,60,16,60,41,86458,236,32,0.13559322,7849706.29513496,12377.7302621359
3794,37,119,000300,1,371190003001,Block Group 1,0016136,"Block Group 1, Census Tract 3, Mecklenburg County, North Carolina",799,197,45,6,23,27,0,0,25,7,48,49,74,47,68,64,119,63795,139,14,0.10071942,8690985.82522148,15153.8053293747
3795,37,119,001000,1,371190010001,Block Group 1,0016149,"Block Group 1, Census Tract 10, Mecklenburg County, North Carolina",458,0,0,0,0,0,25,10,26,0,12,20,77,48,27,51,162,131375,356,0,0,5982933.80443184,10024.6429111396
3796,37,119,002701,2,371190027012,Block Group 2,0016258,"Block Group 2, Census Tract 27.01, Mecklenburg County, North Carolina",523,27,9,9,30,0,29,0,44,35,18,48,50,8,43,40,133,78750,294,6,0.02040816,8635781.57339746,15710.2145213862
3797,37,119,000600,2,371190006002,Block Group 2,0016143,"Block Group 2, Census Tract 6, Mecklenburg County, North Carolina",1125,90,84,24,34,47,113,90,95,64,43,91,105,86,54,57,48,43964,353,100,0.28328612,7619938.92111894,17053.7411858862
3798,37,119,005000,2,371190050002,Block Group 2,0016394,"Block Group 2, Census Tract 50, Mecklenburg County, North Carolina",457,13,21,34,65,14,39,0,21,37,8,47,59,16,14,23,46,47578,214,8,0.03738318,6120239.51358926,12074.7468775899
3799,37,119,006005,1,371190060051,Block Group 1,0016611,"Block Group 1, Census Tract 60.05, Mecklenburg County, North Carolina",1151,50,37,26,45,18,65,35,105,63,150,112,215,96,73,48,13,58348,760,78,0.10263158,186706180.223361,54906.5236409112
3800,37,119,003700,2,371190037002,Block Group 2,0016342,"Block Group 2, Census Tract 37, Mecklenburg County, North Carolina",929,220,129,12,37,19,79,0,54,18,22,83,94,56,38,44,24,31947,480,300,0.625,20765371.0870137,19803.221991301
3801,37,119,003600,1,371190036001,Block Group 1,0016337,"Block Group 1, Census Tract 36, Mecklenburg County, North Carolina",575,21,24,8,22,41,12,20,0,9,33,68,74,47,20,94,82,90893,248,8,0.03225806,5002749.78174609,10854.3923486316
3802,37,119,005837,2,371190058372,Block Group 2,0016557,"Block Group 2, Census Tract 58.37, Mecklenburg County, North Carolina",803,0,0,34,0,20,0,85,46,16,65,40,95,85,78,131,108,100040,624,20,0.03205128,15888002.6209535,18597.6202429214
3803,37,119,005404,1,371190054041,Block Group 1,0016416,"Block Group 1, Census Tract 54.04, Mecklenburg County, North Carolina",1179,90,87,49,75,55,81,97,62,133,61,112,239,20,0,0,18,44594,667,75,0.11244378,33902862.6848443,29499.5229918807
3804,37,119,000100,1,371190001001,Block Group 1,0016131,"Block Group 1, Census Tract 1, Mecklenburg County, North Carolina",1254,62,71,0,0,52,0,29,14,32,72,184,119,207,109,100,203,97108,165,0,0,5336135.2602416,12595.5180649685
3805,37,119,001922,2,371190019222,Block Group 2,0016228,"Block Group 2, Census Tract 19.22, Mecklenburg County, North Carolina",938,75,33,38,37,120,49,58,33,29,95,134,124,39,53,21,0,49250,691,122,0.17655572,25476033.0836467,30831.3201680747
3806,37,119,001000,2,371190010002,Block Group 2,0016150,"Block Group 2, Census Tract 10, Mecklenburg County, North Carolina",304,0,0,0,5,8,12,50,10,0,20,8,12,85,30,25,39,108667,94,0,0,4170230.93396797,8698.57325805739
3807,37,119,005831,2,371190058312,Block Group 2,0016545,"Block Group 2, Census Tract 58.31, Mecklenburg County, North Carolina",975,48,8,22,15,40,23,24,47,84,221,104,173,62,0,32,72,54564,340,36,0.10588235,11151712.0611672,15171.9185929649
3808,37,119,002904,2,371190029042,Block Group 2,0016270,"Block Group 2, Census Tract 29.04, Mecklenburg County, North Carolina",398,0,0,0,0,0,14,0,0,47,15,0,92,50,58,29,93,108676,299,0,0,12950110.171708,15649.2620858102
3809,37,119,005839,1,371190058391,Block Group 1,0016563,"Block Group 1, Census Tract 58.39, Mecklenburg County, North Carolina",1132,46,50,22,41,50,16,16,0,72,68,29,133,121,187,178,103,102500,645,40,0.0620155,28923884.8704467,29924.7766714627
3810,37,119,002800,3,371190028003,Block Group 3,0016265,"Block Group 3, Census Tract 28, Mecklenburg County, North Carolina",693,13,24,12,0,0,0,27,25,0,42,54,40,76,18,19,343,171528,465,14,0.03010753,10613331.3997139,14199.6594152389
3811,37,119,003400,4,371190034004,Block Group 4,0016334,"Block Group 4, Census Tract 34, Mecklenburg County, North Carolina",688,42,35,0,14,23,0,0,13,0,49,52,21,148,0,98,193,120625,245,23,0.09387755,7636640.93958809,15535.1256871346
3812,37,119,006208,1,371190062081,Block Group 1,0016647,"Block Group 1, Census Tract 62.08, Mecklenburg County, North Carolina",1461,36,27,35,18,33,10,73,44,23,99,242,317,183,115,111,95,80179,756,28,0.03703704,36294776.9765512,25051.8623989634
3813,37,119,003802,2,371190038022,Block Group 2,0016344,"Block Group 2, Census Tract 38.02, Mecklenburg County, North Carolina",845,198,34,128,73,70,59,37,52,38,17,33,55,35,16,0,0,24028,488,163,0.33401639,27874966.7707217,30659.8037213621
3814,37,119,005616,1,371190056161,Block Group 1,0016479,"Block Group 1, Census Tract 56.16, Mecklenburg County, North Carolina",504,30,11,34,23,17,35,17,55,27,62,50,85,33,11,8,6,50395,342,53,0.15497076,83116264.0616453,42045.1727429419
3815,37,119,006209,2,371190062092,Block Group 2,0016649,"Block Group 2, Census Tract 62.09, Mecklenburg County, North Carolina",1102,47,13,40,0,33,32,75,0,44,89,83,105,212,147,103,79,98333,387,18,0.04651163,6579187.25150742,12768.600471374
3816,37,119,003102,2,371190031022,Block Group 2,0016308,"Block Group 2, Census Tract 31.02, Mecklenburg County, North Carolina",437,29,0,13,0,46,12,0,14,18,22,78,34,99,15,57,0,72750,259,0,0,8633780.07410918,14018.4493869092
3817,37,119,001701,2,371190017012,Block Group 2,0016187,"Block Group 2, Census Tract 17.01, Mecklenburg County, North Carolina",1004,126,97,91,65,142,46,0,104,62,8,90,82,65,17,9,0,28362,527,341,0.64705882,4314205.55888242,9663.37648761088
3818,37,119,003903,2,371190039032,Block Group 2,0016360,"Block Group 2, Census Tract 39.03, Mecklenburg County, North Carolina",474,44,82,45,29,48,44,69,19,12,48,17,0,0,0,0,17,28981,315,131,0.41587302,28513762.118174,30383.9033216204
3819,37,119,002003,1,371190020031,Block Group 1,0016235,"Block Group 1, Census Tract 20.03, Mecklenburg County, North Carolina",558,0,24,10,33,0,0,10,10,11,102,74,0,38,46,91,109,105694,435,21,0.04827586,14304001.0783188,21519.8769647384
3820,37,119,002003,2,371190020032,Block Group 2,0016236,"Block Group 2, Census Tract 20.03, Mecklenburg County, North Carolina",334,21,0,0,12,0,0,11,11,0,0,30,97,18,44,54,36,91585,212,0,0,10161599.5537033,17173.366958344
3821,37,119,004100,4,371190041004,Block Group 4,0016368,"Block Group 4, Census Tract 41, Mecklenburg County, North Carolina",321,40,7,0,64,49,58,19,23,8,15,11,0,10,0,0,17,30024,182,63,0.34615385,7531339.31465586,12671.9752825861
3822,37,119,003204,1,371190032041,Block Group 1,0016325,"Block Group 1, Census Tract 32.04, Mecklenburg County, North Carolina",553,19,0,9,22,0,11,13,17,0,68,64,37,88,61,73,71,105216,194,9,0.04639175,6504689.12315293,12432.5194087404
3823,37,119,005403,1,371190054031,Block Group 1,0016414,"Block Group 1, Census Tract 54.03, Mecklenburg County, North Carolina",1202,31,67,113,41,38,32,130,131,76,125,122,145,84,46,9,12,46023,728,71,0.09752747,41798885.1819588,35905.2275800404
3824,37,119,004100,3,371190041003,Block Group 3,0016367,"Block Group 3, Census Tract 41, Mecklenburg County, North Carolina",300,30,0,0,0,0,11,10,0,22,48,10,67,36,36,10,20,85577,90,11,0.12222222,14049649.6580377,16298.6836118388
3825,37,119,005846,2,371190058462,Block Group 2,0016578,"Block Group 2, Census Tract 58.46, Mecklenburg County, North Carolina",789,10,0,0,0,23,17,14,0,0,21,15,32,70,44,131,412,208472,733,0,0,27428043.6558818,25848.8875772691
3826,37,119,005604,2,371190056042,Block Group 2,0016463,"Block Group 2, Census Tract 56.04, Mecklenburg County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9425896.21438223,12416.3447788862
3827,37,119,005521,3,371190055213,Block Group 3,0016449,"Block Group 3, Census Tract 55.21, Mecklenburg County, North Carolina",1800,114,13,39,31,31,191,112,63,77,380,96,250,100,75,178,50,56110,785,32,0.04076433,66306549.9267853,32627.4215131454
3828,37,119,001100,2,371190011002,Block Group 2,0016153,"Block Group 2, Census Tract 11, Mecklenburg County, North Carolina",670,17,0,36,6,2,6,10,31,9,25,32,89,79,57,53,218,119792,325,42,0.12923077,10187298.3412217,13482.8965565275
3829,37,119,001914,1,371190019141,Block Group 1,0016207,"Block Group 1, Census Tract 19.14, Mecklenburg County, North Carolina",652,89,71,56,88,85,27,26,7,6,92,5,50,50,0,0,0,26122,342,126,0.36842105,21957347.4472967,25961.6463950997
3830,37,119,005841,2,371190058412,Block Group 2,0016566,"Block Group 2, Census Tract 58.41, Mecklenburg County, North Carolina",382,0,0,0,19,0,0,0,68,0,39,0,151,27,23,20,35,82167,165,0,0,3574727.45448633,11485.6262987188
3831,37,119,005823,3,371190058233,Block Group 3,0016529,"Block Group 3, Census Tract 58.23, Mecklenburg County, North Carolina",898,99,11,0,0,9,14,17,2,82,102,75,102,88,129,43,125,79659,687,110,0.16011645,17691299.5137836,18656.3532873437
3832,37,119,006106,1,371190061061,Block Group 1,0016633,"Block Group 1, Census Tract 61.06, Mecklenburg County, North Carolina",1016,15,6,22,10,10,36,129,89,122,119,71,66,174,71,52,24,55156,664,6,0.00903614,18487593.6675893,19233.8824249329
3833,37,119,005305,2,371190053052,Block Group 2,0016403,"Block Group 2, Census Tract 53.05, Mecklenburg County, North Carolina",573,87,54,12,43,100,7,23,46,19,21,32,74,31,13,11,0,29484,345,51,0.14782609,7936387.745175,13506.5172797503
3834,37,119,003006,2,371190030062,Block Group 2,0016280,"Block Group 2, Census Tract 30.06, Mecklenburg County, North Carolina",1229,44,65,36,19,36,58,50,20,21,89,201,137,154,29,81,189,71168,681,40,0.05873715,15341029.8089449,22363.6508742623
3835,37,119,002904,5,371190029045,Block Group 5,0016273,"Block Group 5, Census Tract 29.04, Mecklenburg County, North Carolina",624,0,79,0,28,0,39,36,65,46,45,27,56,37,30,39,97,56000,271,19,0.0701107,14257479.0065279,18680.703846056
3836,37,119,003108,2,371190031082,Block Group 2,0016318,"Block Group 2, Census Tract 31.08, Mecklenburg County, North Carolina",758,13,38,27,117,41,37,8,28,8,40,59,136,89,45,30,42,64231,451,63,0.13968958,12572436.8254111,14729.2317949698
3837,37,119,005826,1,371190058261,Block Group 1,0016534,"Block Group 1, Census Tract 58.26, Mecklenburg County, North Carolina",230,7,7,12,14,7,0,13,0,15,28,39,36,48,0,0,4,66364,147,26,0.17687075,20144837.7685023,18271.2640152956
3838,37,119,005824,1,371190058241,Block Group 1,0016531,"Block Group 1, Census Tract 58.24, Mecklenburg County, North Carolina",1284,40,51,93,35,116,20,72,72,10,72,114,231,108,63,60,127,65119,989,165,0.16683519,159959570.355495,63849.3823096946
3839,37,119,006107,1,371190061071,Block Group 1,0016635,"Block Group 1, Census Tract 61.07, Mecklenburg County, North Carolina",1415,119,0,0,24,26,42,118,93,21,87,287,107,254,50,95,92,68125,741,26,0.03508772,36750373.9551875,30516.5237544865
3840,37,119,006213,1,371190062131,Block Group 1,0016657,"Block Group 1, Census Tract 62.13, Mecklenburg County, North Carolina",1330,119,0,0,39,16,12,29,0,12,100,132,185,84,114,186,302,117845,1155,77,0.06666667,371863822.040015,115406.329302649
3841,37,119,005712,1,371190057121,Block Group 1,0016503,"Block Group 1, Census Tract 57.12, Mecklenburg County, North Carolina",912,0,0,42,50,11,13,58,23,49,74,161,108,118,81,66,58,72452,777,0,0,39625054.9262164,30062.0197363909
3842,37,119,005709,2,371190057092,Block Group 2,0016497,"Block Group 2, Census Tract 57.09, Mecklenburg County, North Carolina",791,10,0,43,56,20,42,10,42,21,40,68,150,78,80,63,68,86004,540,9,0.01666667,21959447.2187439,22937.771429934
3843,37,119,004303,1,371190043031,Block Group 1,0016376,"Block Group 1, Census Tract 43.03, Mecklenburg County, North Carolina",1047,67,12,19,67,90,104,74,65,75,79,128,116,55,60,36,0,46771,727,70,0.09628611,45952486.7978961,37691.731017235
3844,37,119,001918,1,371190019181,Block Group 1,0016217,"Block Group 1, Census Tract 19.18, Mecklenburg County, North Carolina",223,0,0,0,24,0,0,0,0,17,94,8,28,52,0,0,0,54495,86,20,0.23255814,6493990.65932676,11691.55821556
3845,37,119,001400,2,371190014002,Block Group 2,0016161,"Block Group 2, Census Tract 14, Mecklenburg County, North Carolina",862,55,20,18,16,33,38,13,15,40,82,91,53,115,57,95,121,80667,337,20,0.05934718,11310060.8990432,17806.0101449594
3846,37,119,002500,2,371190025002,Block Group 2,0016255,"Block Group 2, Census Tract 25, Mecklenburg County, North Carolina",393,0,20,6,0,37,13,7,0,12,72,54,72,38,0,36,26,68063,62,6,0.09677419,10587047.2654666,13404.6590083044
3847,37,119,006203,3,371190062033,Block Group 3,0016642,"Block Group 3, Census Tract 62.03, Mecklenburg County, North Carolina",883,65,0,0,9,0,12,15,17,32,11,68,93,49,62,140,310,151063,534,9,0.01685393,64418036.0265598,42435.1361929417
3848,37,119,005523,3,371190055233,Block Group 3,0016455,"Block Group 3, Census Tract 55.23, Mecklenburg County, North Carolina",916,110,11,81,13,0,12,14,84,42,105,148,169,95,21,11,0,59624,437,36,0.08237986,15749260.8819484,17166.6989599338
