OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Total_Households,Less_than_10000,i10000_to_14999,i15000_to19999,i20000_to_24999,i25000_to_29999,i30000_to_34999,i35000_to_39999,i40000_to_44999,i45000_to_49999,i50000_to_59999,i60000_to_74999,i75000_to_99999,i100000_to_124999,i125000_to_149999,i150000_to_199999,i200000_or_more,Median_Household_Income,TotalFamilies,FamiliesInPoverty,FamilyPovertyRate,SHAPESTArea,SHAPESTLength
3515,37,119,005508,2,371190055082,Block Group 2,0016419,"Block Group 2, Census Tract 55.08, Mecklenburg County, North Carolina",808,4,0,0,8,60,11,54,0,23,89,60,173,158,100,23,45,87500,606,0,0,17878641.9920752,25482.8594615091
3516,37,119,001508,1,371190015081,Block Group 1,0016169,"Block Group 1, Census Tract 15.08, Mecklenburg County, North Carolina",985,0,79,9,104,15,43,61,33,32,159,85,169,63,27,75,31,57995,632,49,0.07753165,29615063.2484076,24126.0164936896
3517,37,119,005611,1,371190056111,Block Group 1,0016471,"Block Group 1, Census Tract 56.11, Mecklenburg County, North Carolina",1180,71,16,31,35,73,74,41,128,17,183,142,226,84,38,15,6,53806,589,27,0.04584041,54337579.8385598,35341.3969930781
3518,37,119,005612,1,371190056121,Block Group 1,0016472,"Block Group 1, Census Tract 56.12, Mecklenburg County, North Carolina",1146,39,38,18,0,61,59,66,96,32,164,84,212,103,61,102,11,60000,677,50,0.07385524,21309192.5453916,23255.2000456178
3519,37,119,006006,3,371190060063,Block Group 3,0016614,"Block Group 3, Census Tract 60.06, Mecklenburg County, North Carolina",522,14,69,0,0,40,31,97,26,17,15,13,56,0,73,71,0,42273,363,61,0.16804408,44480060.8675193,32546.8840304948
3520,37,119,005911,1,371190059111,Block Group 1,0016595,"Block Group 1, Census Tract 59.11, Mecklenburg County, North Carolina",1324,20,0,28,14,9,14,50,31,0,35,139,109,116,181,215,363,136545,1126,20,0.01776199,216603803.839372,62114.8787317982
3521,37,119,001702,4,371190017024,Block Group 4,0016191,"Block Group 4, Census Tract 17.02, Mecklenburg County, North Carolina",908,42,21,140,128,160,85,37,43,32,36,34,89,37,0,24,0,27440,621,259,0.41706924,9038153.62182598,15806.3893683627
3522,37,119,005717,3,371190057173,Block Group 3,0016515,"Block Group 3, Census Tract 57.17, Mecklenburg County, North Carolina",1197,0,83,20,29,74,108,12,29,19,77,103,252,201,49,126,15,77640,786,78,0.09923664,43883948.9122721,31178.2984429859
3523,37,119,001300,1,371190013001,Block Group 1,0016157,"Block Group 1, Census Tract 13, Mecklenburg County, North Carolina",957,61,8,108,89,10,79,40,18,61,176,8,62,116,53,26,42,50137,514,65,0.12645914,19088086.4791625,20238.2147849812
3524,37,119,005524,2,371190055242,Block Group 2,0016457,"Block Group 2, Census Tract 55.24, Mecklenburg County, North Carolina",627,42,0,0,13,12,37,38,14,43,28,37,226,33,0,104,0,78980,274,13,0.04744526,11282621.4355783,16086.467963832
3525,37,119,006212,1,371190062121,Block Group 1,0016655,"Block Group 1, Census Tract 62.12, Mecklenburg County, North Carolina",768,11,18,9,0,0,8,9,0,31,28,64,177,99,144,71,99,106389,570,19,0.03333333,29869665.5450033,25289.2515384445
3526,37,119,006215,1,371190062151,Block Group 1,0016661,"Block Group 1, Census Tract 62.15, Mecklenburg County, North Carolina",1026,31,23,29,6,78,35,88,72,0,157,84,119,117,43,103,41,59717,585,37,0.06324786,138189698.289108,51262.3733605438
3527,37,119,000400,2,371190004002,Block Group 2,0016138,"Block Group 2, Census Tract 4, Mecklenburg County, North Carolina",1057,136,107,29,32,9,17,61,36,0,61,31,176,130,54,102,76,75880,228,22,0.09649123,3698216.92650293,8191.19229637556
3528,37,119,003300,1,371190033001,Block Group 1,0016328,"Block Group 1, Census Tract 33, Mecklenburg County, North Carolina",770,63,28,0,30,22,19,25,32,35,19,60,131,85,55,83,83,80000,339,32,0.09439528,9958977.52400742,12824.9091466624
3529,37,119,003109,2,371190031092,Block Group 2,0016320,"Block Group 2, Census Tract 31.09, Mecklenburg County, North Carolina",577,19,33,54,63,22,59,71,41,36,30,79,47,14,9,0,0,38110,348,141,0.40517241,2723502.76175996,7958.97505151918
3530,37,119,006010,3,371190060103,Block Group 3,0016624,"Block Group 3, Census Tract 60.10, Mecklenburg County, North Carolina",645,58,0,0,89,61,17,0,13,71,58,93,156,12,17,0,0,50734,350,61,0.17428571,31993729.0181168,34092.1172191236
3531,37,119,001609,1,371190016091,Block Group 1,0016184,"Block Group 1, Census Tract 16.09, Mecklenburg County, North Carolina",326,0,61,41,16,44,52,0,47,10,0,14,15,26,0,0,0,30086,125,20,0.16,8008858.5926377,12012.4125775326
3532,37,119,005706,1,371190057061,Block Group 1,0016492,"Block Group 1, Census Tract 57.06, Mecklenburg County, North Carolina",777,58,13,0,13,26,88,85,0,34,118,76,102,36,52,39,37,57961,531,54,0.10169492,31581713.652124,26769.2549551569
3533,37,119,005916,1,371190059161,Block Group 1,0016606,"Block Group 1, Census Tract 59.16, Mecklenburg County, North Carolina",552,0,47,0,18,62,55,62,41,20,66,78,86,0,13,4,0,42162,318,67,0.21069182,25740265.8342072,22102.0885477643
3534,37,119,005509,3,371190055093,Block Group 3,0016422,"Block Group 3, Census Tract 55.09, Mecklenburg County, North Carolina",1213,24,0,26,0,31,76,23,49,13,349,127,187,129,120,37,22,60994,902,26,0.02882483,20529889.5408127,19600.5759337724
3535,37,119,005301,2,371190053012,Block Group 2,0016401,"Block Group 2, Census Tract 53.01, Mecklenburg County, North Carolina",336,40,0,34,41,56,8,7,11,14,37,65,0,8,15,0,0,41964,189,20,0.10582011,22161287.0394797,20169.8583017388
3536,37,119,005524,1,371190055241,Block Group 1,0016456,"Block Group 1, Census Tract 55.24, Mecklenburg County, North Carolina",288,0,0,0,0,0,0,0,0,0,47,35,61,0,20,114,11,147625,147,0,0,17431308.9677893,16147.180196382
3537,37,119,006407,1,371190064071,Block Group 1,0016681,"Block Group 1, Census Tract 64.07, Mecklenburg County, North Carolina",569,54,0,8,11,0,13,10,0,11,0,91,85,133,109,26,18,100208,348,16,0.04597701,22855505.7017332,27086.4141201345
3538,37,119,003806,2,371190038062,Block Group 2,0016348,"Block Group 2, Census Tract 38.06, Mecklenburg County, North Carolina",461,15,26,0,12,34,48,9,0,11,124,77,13,51,10,31,0,51522,383,17,0.04438642,36563328.078976,30252.4087405062
3539,37,119,005617,1,371190056171,Block Group 1,0016480,"Block Group 1, Census Tract 56.17, Mecklenburg County, North Carolina",724,18,21,36,77,34,34,18,33,19,60,75,107,144,33,9,6,63654,465,64,0.13763441,30371262.8450346,32745.1113391586
3540,37,119,006211,2,371190062112,Block Group 2,0016654,"Block Group 2, Census Tract 62.11, Mecklenburg County, North Carolina",832,0,13,0,19,0,17,0,10,28,53,92,37,89,206,135,133,131543,724,19,0.02624309,24646060.0461979,28557.4032606967
3541,37,119,005308,2,371190053082,Block Group 2,0016410,"Block Group 2, Census Tract 53.08, Mecklenburg County, North Carolina",305,41,19,25,22,35,48,14,3,10,42,16,30,0,0,0,0,30938,150,35,0.23333333,2898428.31946973,8243.56231045985
3542,37,119,005837,1,371190058371,Block Group 1,0016556,"Block Group 1, Census Tract 58.37, Mecklenburg County, North Carolina",871,0,0,0,29,35,0,34,15,32,15,115,149,73,140,126,108,109097,535,0,0,27630018.8459619,32147.732436556
3543,37,119,000800,1,371190008001,Block Group 1,0016145,"Block Group 1, Census Tract 8, Mecklenburg County, North Carolina",631,57,31,22,68,64,21,31,44,41,13,41,54,89,17,16,22,42443,338,66,0.19526627,10591917.838749,13540.9487989034
3544,37,119,001608,2,371190016082,Block Group 2,0016183,"Block Group 2, Census Tract 16.08, Mecklenburg County, North Carolina",653,86,27,36,36,36,58,45,23,88,57,90,18,30,6,17,0,40391,355,57,0.16056338,9942880.36791406,15345.7411849506
3545,37,119,002003,4,371190020034,Block Group 4,0016238,"Block Group 4, Census Tract 20.03, Mecklenburg County, North Carolina",309,21,0,0,0,9,9,11,0,0,52,11,23,11,31,47,84,131875,239,21,0.08786611,19277994.8372121,23691.1100722334
3546,37,119,005812,2,371190058122,Block Group 2,0016519,"Block Group 2, Census Tract 58.12, Mecklenburg County, North Carolina",1217,90,32,0,99,53,207,20,71,87,150,95,205,77,31,0,0,48549,527,48,0.09108159,67193182.4485256,36150.1206370136
3547,37,119,003016,2,371190030162,Block Group 2,0016302,"Block Group 2, Census Tract 30.16, Mecklenburg County, North Carolina",325,0,0,10,0,5,0,0,7,0,19,0,27,21,39,73,124,183036,289,0,0,15405231.8240785,19721.8581009245
3548,37,119,002701,3,371190027013,Block Group 3,0016259,"Block Group 3, Census Tract 27.01, Mecklenburg County, North Carolina",259,19,0,0,0,0,8,0,0,27,0,4,9,58,0,14,120,153304,93,0,0,4902602.49285039,9624.98310791614
3549,37,119,001702,3,371190017023,Block Group 3,0016190,"Block Group 3, Census Tract 17.02, Mecklenburg County, North Carolina",363,34,39,0,17,16,8,5,26,17,0,18,66,57,48,12,0,75268,209,56,0.26794258,7166614.11625156,13357.5913005524
3550,37,119,006406,1,371190064061,Block Group 1,0016678,"Block Group 1, Census Tract 64.06, Mecklenburg County, North Carolina",722,60,86,43,92,13,55,51,10,41,36,55,70,71,0,12,27,38088,450,164,0.36444444,17909121.2122057,19456.6006296736
3551,37,119,005716,1,371190057161,Block Group 1,0016511,"Block Group 1, Census Tract 57.16, Mecklenburg County, North Carolina",794,10,0,10,25,9,46,58,0,64,107,49,135,124,92,56,9,80633,641,10,0.01560062,11771411.5541578,14512.4257686706
3552,37,119,004100,1,371190041001,Block Group 1,0016365,"Block Group 1, Census Tract 41, Mecklenburg County, North Carolina",267,0,34,14,32,24,36,0,8,31,10,0,49,9,8,12,0,32049,176,42,0.23863636,6090568.9357375,11859.394755818
3553,37,119,000100,2,371190001002,Block Group 2,0016132,"Block Group 2, Census Tract 1, Mecklenburg County, North Carolina",948,41,14,17,0,0,0,9,0,40,42,52,169,61,50,119,334,142333,341,0,0,1931299.31298477,5561.70702867002
3554,37,119,005613,1,371190056131,Block Group 1,0016474,"Block Group 1, Census Tract 56.13, Mecklenburg County, North Carolina",1173,46,0,19,19,18,0,57,93,61,110,142,239,166,85,57,61,76629,827,50,0.06045949,61598404.1304098,40723.1632115314
3555,37,119,005833,3,371190058333,Block Group 3,0016550,"Block Group 3, Census Tract 58.33, Mecklenburg County, North Carolina",694,21,29,20,19,75,21,64,30,82,30,38,78,64,10,34,79,48871,328,10,0.0304878,11915487.1234434,16179.8882432752
3556,37,119,005521,1,371190055211,Block Group 1,0016447,"Block Group 1, Census Tract 55.21, Mecklenburg County, North Carolina",435,93,14,0,0,0,0,0,57,0,0,146,40,75,10,0,0,62157,169,0,0,4310365.94623633,9501.24994721695
3557,37,119,006303,1,371190063031,Block Group 1,0016666,"Block Group 1, Census Tract 63.03, Mecklenburg County, North Carolina",947,53,59,97,32,89,71,0,15,51,108,64,87,35,126,12,48,50346,469,51,0.108742,23106560.9909953,19397.0362320023
3558,37,119,001300,3,371190013003,Block Group 3,0016159,"Block Group 3, Census Tract 13, Mecklenburg County, North Carolina",241,0,0,0,32,10,8,8,0,21,8,10,16,36,9,75,8,100781,108,0,0,4074529.18061758,8835.60505252906
3559,37,119,005714,2,371190057142,Block Group 2,0016508,"Block Group 2, Census Tract 57.14, Mecklenburg County, North Carolina",619,11,6,15,38,0,34,22,45,46,35,0,123,97,41,51,55,93444,514,0,0,98656204.126374,53046.9423214478
3560,37,119,005812,3,371190058123,Block Group 3,0016520,"Block Group 3, Census Tract 58.12, Mecklenburg County, North Carolina",908,76,52,53,22,94,0,14,84,142,123,85,50,51,0,62,0,47883,341,55,0.16129032,23213065.4525477,20453.8703048024
3561,37,119,005615,1,371190056151,Block Group 1,0016478,"Block Group 1, Census Tract 56.15, Mecklenburg County, North Carolina",658,8,0,5,10,5,4,34,53,39,72,76,112,65,52,58,65,86346,507,0,0,32289417.9013617,27819.2964196286
3562,37,119,006303,2,371190063032,Block Group 2,0016667,"Block Group 2, Census Tract 63.03, Mecklenburg County, North Carolina",1555,16,0,63,50,73,69,77,0,81,87,148,148,145,99,217,282,87604,1233,16,0.01297648,37205294.305476,24270.1316308566
3563,37,119,005200,3,371190052003,Block Group 3,0016399,"Block Group 3, Census Tract 52, Mecklenburg County, North Carolina",266,32,20,29,21,23,18,11,23,0,25,28,29,0,7,0,0,31111,135,33,0.24444444,24905377.7427594,23274.6580806461
3564,37,119,003400,3,371190034003,Block Group 3,0016333,"Block Group 3, Census Tract 34, Mecklenburg County, North Carolina",663,0,0,0,17,14,29,11,13,0,16,14,70,71,13,193,202,153586,384,0,0,6901499.46105684,11115.3341949032
3565,37,119,005847,3,371190058473,Block Group 3,0016581,"Block Group 3, Census Tract 58.47, Mecklenburg County, North Carolina",438,22,0,9,9,26,0,24,11,11,30,19,84,37,39,117,0,92143,240,22,0.09166667,12095935.0619912,21880.1063560227
3566,37,119,003012,1,371190030121,Block Group 1,0016294,"Block Group 1, Census Tract 30.12, Mecklenburg County, North Carolina",633,0,9,8,9,0,8,13,16,8,38,84,74,88,37,54,187,114018,361,0,0,31926109.1027328,27426.5887313016
3567,37,119,004302,3,371190043023,Block Group 3,0016375,"Block Group 3, Census Tract 43.02, Mecklenburg County, North Carolina",479,51,26,11,34,73,102,8,20,69,27,12,13,0,33,0,0,32917,343,128,0.37317784,9951010.2267834,13974.8860255984
3568,37,119,001507,1,371190015071,Block Group 1,0016166,"Block Group 1, Census Tract 15.07, Mecklenburg County, North Carolina",575,24,35,103,73,21,103,22,35,11,59,68,21,0,0,0,0,31486,442,186,0.42081448,5583469.03813086,9515.27790522302
3569,37,119,005908,1,371190059081,Block Group 1,0016591,"Block Group 1, Census Tract 59.08, Mecklenburg County, North Carolina",635,12,9,8,5,36,12,4,4,16,34,15,93,69,39,84,195,125313,487,9,0.01848049,195772984.475785,71286.1191532064
3570,37,119,003802,3,371190038023,Block Group 3,0016345,"Block Group 3, Census Tract 38.02, Mecklenburg County, North Carolina",55,0,10,0,10,10,0,0,0,8,0,0,17,0,0,0,0,0,10,0,0,36687844.2543996,36151.7326653563
3571,37,119,006403,1,371190064031,Block Group 1,0016671,"Block Group 1, Census Tract 64.03, Mecklenburg County, North Carolina",825,35,37,34,25,31,17,35,7,76,59,66,85,119,29,85,85,72232,469,46,0.09808102,26731766.3721518,23042.686680958
3572,37,119,005914,2,371190059142,Block Group 2,0016603,"Block Group 2, Census Tract 59.14, Mecklenburg County, North Carolina",473,0,0,0,0,0,0,18,0,19,53,70,77,10,181,0,45,99948,333,0,0,8415973.08785137,11601.1597262452
3573,37,119,006104,1,371190061041,Block Group 1,0016628,"Block Group 1, Census Tract 61.04, Mecklenburg County, North Carolina",429,17,12,14,18,0,0,0,0,47,170,0,40,32,18,48,13,55058,371,31,0.08355795,29316388.8647176,25084.4648157972
3574,37,119,004000,4,371190040004,Block Group 4,0016364,"Block Group 4, Census Tract 40, Mecklenburg County, North Carolina",582,16,54,12,26,15,49,66,59,0,62,29,98,70,0,9,17,43125,386,45,0.11658031,65890538.5866131,42702.7274948439
3575,37,119,005816,2,371190058162,Block Group 2,0016524,"Block Group 2, Census Tract 58.16, Mecklenburg County, North Carolina",487,11,8,25,0,11,34,59,11,19,29,39,91,48,20,32,50,74479,262,0,0,12532898.8013355,18235.2165444282
3576,37,119,000400,1,371190004001,Block Group 1,0016137,"Block Group 1, Census Tract 4, Mecklenburg County, North Carolina",1173,61,0,16,0,25,17,16,58,107,49,172,268,139,51,132,62,80348,107,0,0,11053141.4922496,15701.8709308613
3577,37,119,005848,2,371190058482,Block Group 2,0016583,"Block Group 2, Census Tract 58.48, Mecklenburg County, North Carolina",578,0,3,0,0,13,0,18,0,10,11,52,42,57,39,87,246,164519,552,3,0.00543478,22160197.9811299,23810.7026268514
3578,37,119,003016,1,371190030161,Block Group 1,0016301,"Block Group 1, Census Tract 30.16, Mecklenburg County, North Carolina",1039,32,53,75,64,29,33,54,64,35,96,103,141,55,9,76,120,58616,688,37,0.05377907,11337668.9155805,16866.0641660727
3579,37,119,005100,1,371190051001,Block Group 1,0016395,"Block Group 1, Census Tract 51, Mecklenburg County, North Carolina",379,46,28,37,32,31,15,56,10,49,43,19,6,7,0,0,0,35028,172,45,0.26162791,48312729.3825988,31489.9702569614
3580,37,119,003201,2,371190032012,Block Group 2,0016322,"Block Group 2, Census Tract 32.01, Mecklenburg County, North Carolina",721,18,79,0,20,60,62,68,48,12,109,43,67,69,21,11,34,47292,451,31,0.06873614,12826412.9766023,14856.3753844782
3581,37,119,006304,1,371190063041,Block Group 1,0016668,"Block Group 1, Census Tract 63.04, Mecklenburg County, North Carolina",263,0,0,0,0,0,60,38,0,0,0,0,28,66,0,38,33,103875,137,0,0,88152988.59269,42728.0179179088
3582,37,119,002004,3,371190020043,Block Group 3,0016242,"Block Group 3, Census Tract 20.04, Mecklenburg County, North Carolina",1077,27,62,17,72,58,89,103,111,41,63,259,66,34,17,21,37,44970,559,0,0,12992895.5162023,16559.2726159913
3583,37,119,005614,3,371190056143,Block Group 3,0016477,"Block Group 3, Census Tract 56.14, Mecklenburg County, North Carolina",1001,0,15,11,32,76,36,79,100,0,79,37,160,193,80,46,57,80809,659,11,0.01669196,18919296.8411316,24604.1932135305
3584,37,119,005514,1,371190055141,Block Group 1,0016434,"Block Group 1, Census Tract 55.14, Mecklenburg County, North Carolina",972,0,0,23,16,122,61,77,56,17,129,127,64,79,119,0,82,57500,498,23,0.04618474,14169048.8721604,16908.0912857367
3585,37,119,003011,5,371190030115,Block Group 5,0016293,"Block Group 5, Census Tract 30.11, Mecklenburg County, North Carolina",639,25,19,0,0,0,0,18,14,40,29,42,71,81,83,67,150,108984,499,12,0.0240481,12794467.3950408,17498.615816132
3586,37,119,002600,1,371190026001,Block Group 1,0016256,"Block Group 1, Census Tract 26, Mecklenburg County, North Carolina",577,69,44,26,27,7,10,35,6,16,58,35,59,58,24,31,72,55521,200,22,0.11,7582502.49048926,11583.3772299775
3587,37,119,001504,1,371190015041,Block Group 1,0016162,"Block Group 1, Census Tract 15.04, Mecklenburg County, North Carolina",1111,131,79,200,18,118,133,55,29,31,97,113,78,29,0,0,0,31583,781,157,0.20102433,15262261.1132213,17994.0372297454
3588,37,119,005305,3,371190053053,Block Group 3,0016404,"Block Group 3, Census Tract 53.05, Mecklenburg County, North Carolina",855,81,26,102,48,42,31,10,105,117,42,81,154,4,0,0,12,43542,560,131,0.23392857,9808952.62104707,14837.2095885182
3589,37,119,005621,2,371190056212,Block Group 2,0016490,"Block Group 2, Census Tract 56.21, Mecklenburg County, North Carolina",230,0,0,0,11,0,0,19,13,8,21,21,8,57,6,16,50,120163,165,0,0,36391421.3603043,26743.0421384014
3590,37,119,005716,2,371190057162,Block Group 2,0016512,"Block Group 2, Census Tract 57.16, Mecklenburg County, North Carolina",1051,0,36,35,39,14,46,75,28,32,164,206,177,123,35,34,7,62723,718,9,0.01253482,13994946.6364908,17257.2612753177
3591,37,119,005706,3,371190057063,Block Group 3,0016494,"Block Group 3, Census Tract 57.06, Mecklenburg County, North Carolina",571,0,10,29,0,28,47,11,12,24,29,87,90,148,39,0,17,76063,529,10,0.01890359,17538874.1656035,17804.940411227
3592,37,119,003203,2,371190032032,Block Group 2,0016324,"Block Group 2, Census Tract 32.03, Mecklenburg County, North Carolina",411,20,0,0,29,47,7,0,0,34,46,79,35,0,15,44,55,61940,183,8,0.04371585,5031504.1454998,13234.0566620241
3593,37,119,002003,5,371190020035,Block Group 5,0016239,"Block Group 5, Census Tract 20.03, Mecklenburg County, North Carolina",716,46,184,73,152,39,41,41,36,34,38,0,0,0,32,0,0,21657,336,0,0,12244278.1121352,17523.7511435656
3594,37,119,006404,2,371190064042,Block Group 2,0016675,"Block Group 2, Census Tract 64.04, Mecklenburg County, North Carolina",1315,0,9,13,0,8,0,20,22,10,100,66,42,146,104,111,664,200707,1199,9,0.00750626,133102701.690608,60492.4006236895
3595,37,119,005511,3,371190055113,Block Group 3,0016427,"Block Group 3, Census Tract 55.11, Mecklenburg County, North Carolina",747,17,0,44,0,38,19,31,71,54,139,134,90,39,24,31,16,54727,267,17,0.06367041,5156996.95273691,10629.6233447164
3596,37,119,005200,1,371190052001,Block Group 1,0016397,"Block Group 1, Census Tract 52, Mecklenburg County, North Carolina",199,13,44,4,33,37,4,4,3,21,0,12,0,6,0,18,0,25444,69,21,0.30434783,8748111.27217598,13841.2973304028
3597,37,119,005620,2,371190056202,Block Group 2,0016487,"Block Group 2, Census Tract 56.20, Mecklenburg County, North Carolina",1484,115,0,57,60,112,59,25,43,34,89,158,277,286,157,6,6,69519,1181,109,0.09229467,58959828.1946586,37005.5141495023
3598,37,119,006209,3,371190062093,Block Group 3,0016650,"Block Group 3, Census Tract 62.09, Mecklenburg County, North Carolina",848,12,34,13,56,14,28,17,30,0,56,70,89,126,67,110,126,103281,484,17,0.03512397,28464702.6650906,21854.4639650102
3599,37,119,005841,3,371190058413,Block Group 3,0016567,"Block Group 3, Census Tract 58.41, Mecklenburg County, North Carolina",1305,37,0,35,48,58,65,48,0,34,79,156,121,95,13,210,306,95268,811,0,0,20652259.4551443,18925.849337079
3600,37,119,002701,1,371190027011,Block Group 1,0016257,"Block Group 1, Census Tract 27.01, Mecklenburg County, North Carolina",291,0,0,16,9,0,8,9,0,9,9,29,18,25,0,39,120,166806,165,0,0,4443510.8496252,9839.65396808693
3601,37,119,005847,1,371190058471,Block Group 1,0016579,"Block Group 1, Census Tract 58.47, Mecklenburg County, North Carolina",579,0,11,0,0,16,0,11,8,21,66,39,75,16,8,107,201,155208,497,11,0.0221328,31829754.1806918,24818.7373804091
3602,37,119,001910,2,371190019102,Block Group 2,0016198,"Block Group 2, Census Tract 19.10, Mecklenburg County, North Carolina",505,0,0,50,70,19,58,0,27,28,69,63,82,28,0,0,11,50074,353,47,0.13314448,8595490.64366113,14474.1558068795
3603,37,119,006302,1,371190063021,Block Group 1,0016663,"Block Group 1, Census Tract 63.02, Mecklenburg County, North Carolina",1428,14,30,16,16,0,51,13,37,31,98,207,157,149,152,129,328,103056,1076,0,0,153687454.731663,54800.0687001587
3604,37,119,004200,2,371190042002,Block Group 2,0016370,"Block Group 2, Census Tract 42, Mecklenburg County, North Carolina",357,60,56,39,0,0,23,20,23,18,18,69,0,17,8,6,0,37563,83,28,0.3373494,4789563.2131291,10242.80908103
3605,37,119,005000,1,371190050001,Block Group 1,0016393,"Block Group 1, Census Tract 50, Mecklenburg County, North Carolina",445,66,17,55,61,25,39,31,20,0,38,37,43,0,0,13,0,29850,263,64,0.24334601,4620319.71136992,9562.96259977612
3606,37,119,005519,1,371190055191,Block Group 1,0016443,"Block Group 1, Census Tract 55.19, Mecklenburg County, North Carolina",842,7,20,24,9,0,0,4,45,0,68,110,139,163,133,70,50,99107,768,49,0.06380208,18156114.9435535,21408.9548330793
3607,37,119,002702,3,371190027023,Block Group 3,0016262,"Block Group 3, Census Tract 27.02, Mecklenburg County, North Carolina",398,14,0,14,15,0,22,0,0,0,18,47,34,30,26,67,111,135893,262,0,0,7608612.39766445,15507.1243989054
3608,37,119,005511,1,371190055111,Block Group 1,0016425,"Block Group 1, Census Tract 55.11, Mecklenburg County, North Carolina",393,0,0,0,22,0,29,44,47,22,85,16,81,33,7,7,0,55260,190,0,0,8229685.00695,14219.9985402384
3609,37,119,980100,1,371199801001,Block Group 1,0016683,"Block Group 1, Census Tract 9801, Mecklenburg County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165895778.294915,53456.2591589749
3610,37,119,005834,1,371190058341,Block Group 1,0016551,"Block Group 1, Census Tract 58.34, Mecklenburg County, North Carolina",1139,50,0,22,12,38,20,21,54,55,133,93,142,228,66,127,78,86295,870,70,0.08045977,46847323.767284,33393.5504175519
3611,37,119,005834,2,371190058342,Block Group 2,0016552,"Block Group 2, Census Tract 58.34, Mecklenburg County, North Carolina",560,31,0,0,0,14,28,19,19,11,35,57,88,101,81,53,23,93333,400,22,0.055,13396593.3291125,23969.4973841584
3612,37,119,005838,3,371190058383,Block Group 3,0016562,"Block Group 3, Census Tract 58.38, Mecklenburg County, North Carolina",1669,36,0,19,0,40,36,0,106,0,78,97,338,271,254,271,123,108397,1182,36,0.03045685,52520700.3793557,38617.8619339259
3613,37,119,005906,4,371190059064,Block Group 4,0016588,"Block Group 4, Census Tract 59.06, Mecklenburg County, North Carolina",136,25,12,0,0,0,8,0,0,0,16,17,38,0,10,10,0,68529,118,44,0.37288136,108967041.944483,57753.6927546098
3614,37,119,002200,4,371190022004,Block Group 4,0016248,"Block Group 4, Census Tract 22, Mecklenburg County, North Carolina",633,36,0,0,11,18,54,12,22,0,25,70,54,88,31,71,141,102417,276,0,0,15531243.4406139,21126.8735868872
3615,37,119,006407,2,371190064072,Block Group 2,0016682,"Block Group 2, Census Tract 64.07, Mecklenburg County, North Carolina",735,38,0,0,0,8,36,8,0,6,51,46,40,156,89,139,118,121557,676,38,0.05621302,22796208.851092,20698.9984888851
3616,37,119,003400,1,371190034001,Block Group 1,0016331,"Block Group 1, Census Tract 34, Mecklenburg County, North Carolina",673,22,0,31,0,0,45,0,0,0,38,71,23,70,98,32,243,132656,397,31,0.07808564,12603288.1761502,14964.8000300303
3617,37,119,005714,1,371190057141,Block Group 1,0016507,"Block Group 1, Census Tract 57.14, Mecklenburg County, North Carolina",832,0,0,0,28,32,0,0,27,57,42,48,140,118,47,139,154,103935,755,18,0.02384106,127629761.154458,51487.5618959086
3618,37,119,002100,2,371190021002,Block Group 2,0016244,"Block Group 2, Census Tract 21, Mecklenburg County, North Carolina",894,82,27,48,86,25,121,49,54,23,123,31,28,60,30,9,98,42554,358,10,0.02793296,12767333.363032,14731.2485715685
3619,37,119,003007,1,371190030071,Block Group 1,0016281,"Block Group 1, Census Tract 30.07, Mecklenburg County, North Carolina",305,0,0,0,0,0,18,0,0,0,24,0,20,15,47,46,135,176484,286,0,0,13348626.0207002,15564.7795537919
3620,37,119,001915,4,371190019154,Block Group 4,0016212,"Block Group 4, Census Tract 19.15, Mecklenburg County, North Carolina",587,19,0,67,80,0,33,10,73,0,106,22,167,10,0,0,0,52793,318,0,0,7206042.7122541,12003.0434734856
3621,37,119,001802,1,371190018021,Block Group 1,0016195,"Block Group 1, Census Tract 18.02, Mecklenburg County, North Carolina",755,60,43,25,14,74,83,9,56,12,105,34,123,66,43,8,0,50101,245,31,0.12653061,11614440.2960412,19083.6578151062
3622,37,119,005815,2,371190058152,Block Group 2,0016522,"Block Group 2, Census Tract 58.15, Mecklenburg County, North Carolina",366,0,0,0,44,9,0,22,15,21,34,59,74,18,46,7,17,71818,253,0,0,13338339.6357857,15436.9305959073
3623,37,119,005913,1,371190059131,Block Group 1,0016599,"Block Group 1, Census Tract 59.13, Mecklenburg County, North Carolina",499,0,0,0,0,69,13,31,0,39,34,71,142,75,0,25,0,71979,397,43,0.10831234,28328951.4515828,24508.7097033465
3624,37,119,006108,1,371190061081,Block Group 1,0016637,"Block Group 1, Census Tract 61.08, Mecklenburg County, North Carolina",917,64,0,8,23,117,43,12,87,25,30,133,211,138,6,20,0,64792,606,21,0.03465347,24258125.3751898,28739.4156434096
3625,37,119,001702,2,371190017022,Block Group 2,0016189,"Block Group 2, Census Tract 17.02, Mecklenburg County, North Carolina",366,47,9,47,37,0,9,48,29,0,33,20,55,9,23,0,0,39271,151,43,0.28476821,4553616.23859414,8622.83297121181
3626,37,119,005522,2,371190055222,Block Group 2,0016451,"Block Group 2, Census Tract 55.22, Mecklenburg County, North Carolina",1108,0,0,14,49,52,243,0,0,46,174,197,157,75,43,0,58,56741,488,0,0,11646835.2686918,16414.0521070542
