X,Y,OBJECTID,APTCODE,PROJECT_NA,ADDRESS,CITYSTATEZ,TYPE,MIN_rentMO,MAX_rentMO,units,Credit,Avg_Rent,Affordable,URL
1410780.55254485,513750.132797584,137,494,LANDINGS AT STEELE CREEK,4250 BRANCH BEND LANE,"CHARLOTTE, NC 28273",AFFORDABLE,700,1100,120,Real Data,900,Aff,https://www.aptindex.com/
1462092.67400175,554414.5983845,138,162,ENGLISH GARDEN TOWNHOMES,"431 CRAIGHEAD ROAD, WEST","CHARLOTTE, NC 28206",MARKET RATE,500,800,66,Real Data,800,yes,https://www.aptindex.com/
1466514.45780909,531306.394272923,139,164,BRIARCLIFF,4314-A1 COMMONWEALTH AVENUE,"CHARLOTTE, NC 28205",MARKET RATE,500,900,84,Real Data,900,yes,https://www.aptindex.com/
1464675.32237975,556483.318984583,140,227,SAGE POINT,4333 CINDERELLA ROAD,"CHARLOTTE, NC 28213",MARKET RATE,500,1100,98,Real Data,1100,yes,https://www.aptindex.com/
1470566.0773305,538122.604065672,141,300,PEPPERTREE,4335 CENTRAL AVENUE,"CHARLOTTE, NC 28205",MARKET RATE,400,1000,292,Real Data,1000,yes,https://www.aptindex.com/
1481490.01119126,552674.916168332,142,454,CROSSINGS AT REEDY CREEK,4400 JOHN PENN CIRCLE,"CHARLOTTE, NC 28215",MARKET RATE,500,1000,207,Real Data,1000,yes,https://www.aptindex.com/
1451168.779511,506906.526078001,143,056,SOUTHPARK COMMONS,4401 HAMPTON RIDGE DRIVE,"CHARLOTTE, NC 28210",MARKET RATE,700,1400,232,Real Data,1200,no,https://www.aptindex.com/
1460095.13009658,512482.924373999,144,066,CAMDEN SIMSBURY,4428 SIMSBURY ROAD,"CHARLOTTE, NC 28226",MARKET RATE,700,1400,100,Real Data,1200,no,https://www.aptindex.com/
1472266.73600267,537437.914162084,145,075,DARBY TERRACE,4501 CENTRAL AVENUE,"CHARLOTTE, NC 28205",MARKET RATE,600,1000,62,Real Data,1000,yes,https://www.aptindex.com/
1464329.12884642,498371.11335884,146,234,SWAN RUN,4600 SWAN MEADOW LANE,"CHARLOTTE, NC 28226",MARKET RATE,700,1100,92,Real Data,1100,yes,https://www.aptindex.com/
1456642.90012443,513014.050280258,147,244,MADISON SOUTHPARK,4605 COLONY ROAD,"CHARLOTTE, NC 28226",MARKET RATE,700,1300,250,Real Data,1200,no,https://www.aptindex.com/
1459845.05021617,513297.013953179,148,062,CAMDEN FOXCROFT,4612 SIMSBURY ROAD,"CHARLOTTE, NC 28226",MARKET RATE,700,1200,156,Real Data,1100,no,https://www.aptindex.com/
1488964.10254225,525118.074628592,149,264,VICTORIA PARK,4616 STONEY TRACE DRIVE,"CHARLOTTE, NC 28227",MARKET RATE,500,1000,380,Real Data,1000,yes,https://www.aptindex.com/
1472933.01419768,536573.824354842,150,212,MISTY WOODS,4630 CENTRAL AVENUE,"CHARLOTTE, NC 28205",MARKET RATE,500,900,228,Real Data,900,yes,https://www.aptindex.com/
1477740.47243051,540400.842947513,151,013,WELLINGTON FARMS,4700 TWISTED OAKS ROAD,"CHARLOTTE, NC 28212",MARKET RATE,600,900,254,Real Data,900,yes,https://www.aptindex.com/
1468235.27785826,529966.448462009,152,169,LAKE HILL,4811 MONROE ROAD,"CHARLOTTE, NC 28205",MARKET RATE,600,900,183,Real Data,900,yes,https://www.aptindex.com/
1480833.83960333,542552.965939835,153,252,KIMMERLY GLEN,4908 ENDOLWOOD DRIVE,"CHARLOTTE, NC 28215",MARKET RATE,500,1000,260,Real Data,900,yes,https://www.aptindex.com/
1458732.91464518,580520.873599678,154,333,OAKS,4915 MISTY OAKS DRIVE,"CHARLOTTE, NC 28269",MARKET RATE,600,1200,318,Real Data,1200,no,https://www.aptindex.com/
1449440.5684005,571360.060884595,155,564,IVY HOLLOW,4920 TANAGER PARK DRIVE,"CHARLOTTE, NC 28869",MARKET RATE,600,1300,228,Real Data,1200,no,https://www.aptindex.com/
1430294.68051125,550755.206097007,156,095,LAKE ARBOR,4929 TUCKASEEGEE ROAD,"CHARLOTTE, NC 28208",MARKET RATE,500,1000,288,Real Data,900,yes,https://www.aptindex.com/
1474462.96815875,536866.984529674,157,238,CENTRAL POINTE,4933 CENTRAL AVENUE,"CHARLOTTE, NC 28205",MARKET RATE,500,1100,336,Real Data,1100,yes,https://www.aptindex.com/
1462236.12745501,554865.000698924,158,167,ENGLISH GARDEN,500 CRAIGHEAD ROAD,"CHARLOTTE, NC 28206",MARKET RATE,400,800,120,Real Data,700,yes,https://www.aptindex.com/
1468879.11318475,549507.141992092,159,537,LINKS AT CITISIDE,5005 COMMUNITY CIRCLE,"CHARLOTTE, NC 28215",MARKET RATE,600,1200,276,Real Data,1200,no,https://www.aptindex.com/
1436819.55656908,514828.884905174,160,294,EMERALD BAY,5029 CHERRYCREST LANE,"CHARLOTTE, NC 28217",MARKET RATE,600,900,250,Real Data,900,yes,https://www.aptindex.com/
1451215.77351151,543720.462292507,161,284,TRYON HOUSE,"508 TRYON STREET, NORTH","CHARLOTTE, NC 28202",MARKET RATE,600,800,85,Real Data,800,yes,https://www.aptindex.com/
1469261.71412559,528502.683344916,162,001,AFTON HOUSE,5139 ELDER AVENUE,"CHARLOTTE, NC 28205",MARKET RATE,500,800,71,Real Data,800,yes,https://www.aptindex.com/
1447230.25359543,583051.58769834,163,580,ABBERLY WOODS,5301 ROUNDSTONE WAY,"CHARLOTTE, NC 28216",MARKET RATE,700,1200,492,Real Data,1200,no,https://www.aptindex.com/
1490051.89236142,529282.725091919,164,511,LAWYERS RIDGE,5310 MCALPINE GLENN DRIVE,"CHARLOTTE, NC 28227",MARKET RATE,600,1000,144,Real Data,1000,yes,https://www.aptindex.com/
1469490.1329601,526909.113697425,165,179,COURTYARD,5312-5 MONTAGUE STREET,"CHARLOTTE, NC 28205",MARKET RATE,700,1100,55,Real Data,1100,yes,https://www.aptindex.com/
1469356.08204709,594772.293259501,166,712,CENTURY HIGHLAND CREEK,5410 PROSPERITY RIDGE ROAD,"CHARLOTTE, NC 28269",MARKET RATE,900,1200,338,Real Data,1200,no,https://www.aptindex.com/
1475376.97650135,534023.96593751,167,078,SAILBOAT BAY,5417 ALBEMARLE ROAD,"CHARLOTTE, NC 28212",MARKET RATE,500,800,357,Real Data,800,yes,https://www.aptindex.com/
1452239.77605668,542332.125502259,168,459,FIRST WARD PLACE,550 E. 8TH STREET,"CHARLOTTE, NC 28202",MKT/AFFORD,800,1200,151,Real Data,1200,no,https://www.aptindex.com/
1476543.19857834,532150.701639429,169,113,HEATHERWOOD TRACE,5600 PACES GLEN AVENUE,"CHARLOTTE, NC 28212",MARKET RATE,500,900,172,Real Data,900,yes,https://www.aptindex.com/
1480777.55559517,533961.511666089,170,104,FOREST HILLS,5603-A FARM POND LANE,"CHARLOTTE, NC 28212",MARKET RATE,600,1000,258,Real Data,1000,yes,https://www.aptindex.com/
1484048.52379076,541696.324936584,171,158,AXIOM,5625 KEYWAY BLVD,"CHARLOTTE, NC 28215",MARKET RATE,600,1000,202,Real Data,1000,yes,https://www.aptindex.com/
1481116.08280526,544547.043644592,172,557,SHARON POINTE,5626 SHARON POINTE ROAD,"CHARLOTTE, NC 28215",MARKET RATE,600,1100,190,Real Data,900,yes,https://www.aptindex.com/
1475404.95282334,532138.422136426,173,393,THORNGROVE,5701 AMITY SPRINGS DRIVE,"CHARLOTTE, NC 28212",MARKET RATE,700,1100,144,Real Data,1000,yes,https://www.aptindex.com/
1477058.72248167,526042.648566842,174,129,ASHLEY PLACE,5709 ELECTRA LANE,"CHARLOTTE, NC 28212",MARKET RATE,600,900,266,Real Data,900,yes,https://www.aptindex.com/
1487250.95078485,533808.123193339,175,218,COPPER CREEK,5710 COPPER CREEK COURT,"CHARLOTTE, NC 28227",MARKET RATE,600,1000,208,Real Data,900,yes,https://www.aptindex.com/
1476436.76014292,527262.463712499,176,175,ARCADIAN VILLAGE,5723 #2 CEDARS EAST COURT,"CHARLOTTE, NC 28212",MARKET RATE,400,1100,362,Real Data,1000,yes,https://www.aptindex.com/
1424125.82014559,535147.464346677,177,266,STONEWALL JACKSON HOMES,5751 AIRPORT DRIVE,"CHARLOTTE, NC 28208",MARKET RATE,400,900,85,Real Data,900,yes,https://www.aptindex.com/
1477219.32255417,532908.88745901,178,232,PARK HAVEN,5821 REDDMAN ROAD,"CHARLOTTE, NC 28212",MARKET RATE,500,800,112,Real Data,800,yes,https://www.aptindex.com/
1476234.42163683,526736.235434249,179,323,CHATHAM II,5822 #1 CEDARS EAST COURT,"CHARLOTTE, NC 28212",MARKET RATE,500,800,51,Real Data,800,yes,https://www.aptindex.com/
1476449.97993276,533050.954432085,180,215,EAGLES WALK,5826 REDDMAN ROAD,"CHARLOTTE, NC 28212",MARKET RATE,500,900,162,Real Data,800,yes,https://www.aptindex.com/
1477201.05257758,550762.023340583,181,589,FAIRMARKET SQUARE,5914 FAIRMARKET PLACE,"CHARLOTTE, NC 28215",AFFORDABLE,500,800,60,Real Data,800,Aff,https://www.aptindex.com/
1472502.12824842,526709.057667091,182,124,HANOVER LANDING,5920 MONROE ROAD,"CHARLOTTE, NC 28212",MARKET RATE,500,900,192,Real Data,900,yes,https://www.aptindex.com/
1481100.140908,531809.470366508,183,208,SUMMIT RIDGE,5923 FARM POND LANE,"CHARLOTTE, NC 28212",MARKET RATE,500,1100,240,Real Data,1100,no,https://www.aptindex.com/
1467774.24334726,507452.550904587,184,140,RESERVE AT PROVIDENCE I,5931 PROVIDENCE ROAD,"CHARLOTTE, NC 28226",MARKET RATE,600,1000,476,Real Data,1000,yes,https://www.aptindex.com/
1484292.96391867,537135.889175594,185,034,DELTA CROSSING,6000 DELTA CROSSING LANE,"CHARLOTTE, NC 28212",MARKET RATE,600,1100,178,Real Data,1100,yes,https://www.aptindex.com/
1478898.06361926,534934.84305276,186,439,AVALON HEIGHTS II,6000 REGAL ESTATES LANE,"CHARLOTTE, NC 28212",MARKET RATE,600,1000,240,Real Data,900,yes,https://www.aptindex.com/
1463395.15532067,569902.702250749,187,474,GRAYSON,6001 BENNETTSVILLE LANE,"CHARLOTTE, NC 28262",MARKET RATE,600,1100,240,Real Data,1100,yes,https://www.aptindex.com/
1482183.09051375,544507.99844709,188,198,HAMILTON SQUARE,6017 WILLIAMS ROAD,"CHARLOTTE, NC 28215",MARKET RATE,600,900,120,Real Data,900,yes,https://www.aptindex.com/
1434272.13810751,524796.813132003,189,412,CENTURY PARKSIDE,605 CANDLER LANE,"CHARLOTTE, NC 28217",MARKET RATE,800,1200,300,Real Data,1200,no,https://www.aptindex.com/
1476120.95270367,570723.833154425,190,648,COLONIAL GRAND @ UNIV CTR,608 MCCULLOUGH DRIVE,"CHARLOTTE, NC 28262",MARKET RATE,800,1200,156,Real Data,1200,no,https://www.aptindex.com/
1480497.60733618,534724.881530419,191,105,EAGLE WOODS,6110 FOREST GLEN DRIVE,"CHARLOTTE, NC 28212",MARKET RATE,500,900,112,Real Data,900,yes,https://www.aptindex.com/
1477687.44957067,531639.014014512,192,245,WOODLAND ESTATES,6147 WINGED ELM COURT,"CHARLOTTE, NC 28212",MARKET RATE,600,1100,330,Real Data,1000,yes,https://www.aptindex.com/
1456299.01301692,489171.06384559,193,326,FAIRWAYS AT PIPER GLEN,6200 BIRKDALE VALLEY DR,"CHARLOTTE, NC 28277",MARKET RATE,700,1100,336,Real Data,1100,no,https://www.aptindex.com/
1471514.95666634,557944.96435526,194,303,WOODLAND HOLLOW,6205 DOVE TREE LANE,"CHARLOTTE, NC 28213",MARKET RATE,500,1000,252,Real Data,900,yes,https://www.aptindex.com/
1462909.40563601,581258.841940001,195,321,WATERFORD HILLS,6219 WATERFORD HILLS DRIVE,"CHARLOTTE, NC 28269",MARKET RATE,700,1200,270,Real Data,1100,no,https://www.aptindex.com/
1461270.56934676,581174.103920504,196,420,ADDISON PARK,6225 HACKBERRY CREEK TRAIL,"CHARLOTTE, NC 28269",MARKET RATE,700,1200,426,Real Data,1200,no,https://www.aptindex.com/
1478380.0420175,550363.047104418,197,237,VISTA VILLAS,6309 MONTEGO DRIVE,"CHARLOTTE, NC 28215",MARKET RATE,500,1000,238,Real Data,1000,yes,https://www.aptindex.com/
1481330.93998709,532129.973990589,198,211,DEVONWOOD,6320 WOODBEND DRIVE,"CHARLOTTE, NC 28212",MARKET RATE,500,900,296,Real Data,800,yes,https://www.aptindex.com/
1434798.96546592,514990.635565922,199,038,LEXINGTON GREEN,636 ARCHDALE DRIVE,"CHARLOTTE, NC 28217",MARKET RATE,600,1100,128,Real Data,1100,yes,https://www.aptindex.com/
1434826.92505567,516397.062215,200,298,HIGHLANDS,639 ARCHDALE DRIVE,"CHARLOTTE, NC 28217",MARKET RATE,600,900,176,Real Data,900,yes,https://www.aptindex.com/
1434956.80766992,511567.459997594,201,116,BROOK VALLEY,640 DEANNA LANE,"CHARLOTTE, NC 28217",MARKET RATE,600,900,161,Real Data,900,yes,https://www.aptindex.com/
1481172.26149867,532341.90368484,202,261,WOODLANDS,6401 WOODBEND DRIVE,"CHARLOTTE, NC 28212",MARKET RATE,500,900,128,Real Data,900,yes,https://www.aptindex.com/
1445898.95113993,493341.846842587,203,593,MCMULLEN WOODS,6508-C WALSH BOULEVARD,"CHARLOTTE, NC 28226",AFFORDABLE,400,700,55,Real Data,700,Aff,https://www.aptindex.com/
1432003.45662126,519203.759029418,204,329,POINTE,6530 FREE THROW COURT,"CHARLOTTE, NC 28217",MARKET RATE,600,1300,340,Real Data,1200,no,https://www.aptindex.com/
1482178.99472143,578470.600469261,205,691,PHILLIPS MALLARD CREEK,"655 MALLARD CREEK CHURCH RD, WEST","CHARLOTTE, NC 28262",MARKET RATE,900,1100,324,Real Data,1100,no,https://www.aptindex.com/
1439999.32875285,512769.176426172,206,296,ARCHDALE MANOR,6614 WISTERIA DRIVE,"CHARLOTTE, NC 28210",MARKET RATE,600,1000,243,Real Data,1000,yes,https://www.aptindex.com/
1482523.9021681,532769.96975784,207,275,WOODBRIDGE,6619 YATESWOOD DRIVE,"CHARLOTTE, NC 28212",MARKET RATE,500,1000,192,Real Data,900,yes,https://www.aptindex.com/
1483041.45657918,534563.463874251,208,085,OASIS AT REGAL OAKS,6701 ENGLISH HILLS DRIVE,"CHARLOTTE, NC 28212",MARKET RATE,500,900,280,Real Data,800,yes,https://www.aptindex.com/
1451600.08507884,490027.988968998,209,270,RETREAT @ MCALPINE CREEK,6800 FISHERS FARM LANE,"CHARLOTTE, NC 28277",MARKET RATE,600,1400,400,Real Data,1200,no,https://www.aptindex.com/
1450093.89747442,490695.211387843,210,348,MARQUIS OF CARMEL VALLEY,6905 POPPY HILLS LANE,"CHARLOTTE, NC 28226",MARKET RATE,800,1300,424,Real Data,1300,no,https://www.aptindex.com/
1468939.86076668,562184.183895171,211,582,CROSSROADS STATION,6940 HIDDEN FOREST DRIVE,"CHARLOTTE, NC 28213",MARKET RATE,500,900,108,Real Data,900,yes,https://www.aptindex.com/
1475842.08744776,516179.054777011,212,106,STONEHAVEN EAST,7000 FERNWOOD DRIVE,"CHARLOTTE, NC 28211",MARKET RATE,500,1100,240,Real Data,1000,yes,https://www.aptindex.com/
1479430.60389276,546548.869037256,213,142,SHARON PINES,7000-8 BARRINGTON DRIVE,"CHARLOTTE, NC 28215",MARKET RATE,500,1000,310,Real Data,900,yes,https://www.aptindex.com/
1485119.45340742,531434.556090087,214,205,HERITAGE PARK,7100 SNOW LANE,"CHARLOTTE, NC 28227",MARKET RATE,600,900,151,Real Data,800,yes,https://www.aptindex.com/
1476354.10938959,523335.972877845,215,065,PARKWOOD EAST,7108 WALLACE ROAD,"CHARLOTTE, NC 28212",MARKET RATE,500,1000,128,Real Data,1000,yes,https://www.aptindex.com/
1434708.78323159,513372.159800261,216,180,LANDINGS AT FARMHURST,711 FARMHURST DRIVE,"CHARLOTTE, NC 28217",MARKET RATE,600,900,125,Real Data,800,yes,https://www.aptindex.com/
1479096.00187168,545516.870117009,217,082,WOODFIELD GARDENS,7113 VILLAGE GREEN DRIVE,"CHARLOTTE, NC 28215",MARKET RATE,500,900,132,Real Data,800,yes,https://www.aptindex.com/
1445745.80479267,583113.673204094,218,836,HIGHLAND PARK AT NORTHLAKE,7116 FINN HALL AVENUE,"CHARLOTTE, NC 28216",MARKET RATE,1000,1200,240,Real Data,1200,no,https://www.aptindex.com/
1483538.85715917,534230.981927678,219,047,SOMERSTONE,7139 WINDING CEDAR TRAIL,"CHARLOTTE, NC 28212",MARKET RATE,600,1000,360,Real Data,1000,yes,https://www.aptindex.com/
1476922.96783192,523065.931095093,220,086,W FLATS,7200 WALLACE ROAD,"CHARLOTTE, NC 28212",MARKET RATE,600,900,247,Real Data,900,yes,https://www.aptindex.com/
1470898.67180967,499432.821537256,221,327,COLONIAL GRAND @ BEVERLY CREST,7201 SHANNOPIN DRIVE,"CHARLOTTE, NC 28270",MARKET RATE,700,1200,300,Real Data,1200,no,https://www.aptindex.com/
1485858.5506825,534506.178883836,222,204,GREEN ROCK,7259 POINT LAKE DRIVE,"CHARLOTTE, NC 28227",MARKET RATE,500,1100,296,Real Data,1000,yes,https://www.aptindex.com/
1462542.09469084,528670.046527252,223,185,WENDOVER WALK,"740 WENDOVER ROAD, NORTH","CHARLOTTE, NC 28211",MARKET RATE,500,1000,86,Real Data,900,yes,https://www.aptindex.com/
1478528.00792892,517486.15518117,224,021,CROWN POINT,7422 PEBBLESTONE DRIVE,"CHARLOTTE, NC 28212",MARKET RATE,700,1200,214,Real Data,1200,no,https://www.aptindex.com/
1442302.00393751,503377.013780087,225,076,BRIDGES @ QUAIL HOLLOW,7561 QUAIL MEADOW LANE,"CHARLOTTE, NC 28210",MARKET RATE,700,1200,90,Real Data,1200,no,https://www.aptindex.com/
1440069.56122392,507081.948955506,226,213,PINETREE,7600 ANTLERS LANE,"CHARLOTTE, NC 28210",MARKET RATE,500,1100,220,Real Data,1000,yes,https://www.aptindex.com/
1424975.0464655,514863.092842013,227,515,COLONIAL VILLAGE @ SOUTH TRYON,7601 HOLLISWOOD COURT,"CHARLOTTE, NC 28217",MARKET RATE,700,1200,216,Real Data,1100,no,https://www.aptindex.com/
1447676.14902909,493827.069625422,228,351,WATERFORD SQUARE,7601 WATERFORD SQUARE DRIVE,"CHARLOTTE, NC 28226",MARKET RATE,500,1000,694,Real Data,1000,yes,https://www.aptindex.com/
1438692.47211459,511594.80049409,229,697,SOUTH OAK CROSSING,7609 OLD PINEVILLE ROAD,"CHARLOTTE, NC 28217",AFFORDABLE,700,1100,172,Real Data,1100,Aff,https://www.aptindex.com/
1468198.0387595,496418.957158178,230,088,ARBORETUM,7700 ARBORETUM DRIVE,"CHARLOTTE, NC 28270",MARKET RATE,700,1300,277,Real Data,1200,no,https://www.aptindex.com/
1444612.04656151,494551.082285002,231,202,BERKSHIRE PLACE,7700 CEDAR POINT LANE,"CHARLOTTE, NC 28210",MARKET RATE,500,1100,240,Real Data,1100,no,https://www.aptindex.com/
1441456.1670465,505895.846668929,232,172,ANDOVER WOODS,7808 ANDOVER WOODS DRIVE,"CHARLOTTE, NC 28210",MARKET RATE,600,1000,392,Real Data,1000,yes,https://www.aptindex.com/
1482273.09689543,515514.891735256,233,295,MATTHEWS CROSSING I,7815 CALIBRE CROSSING DRIVE,"CHARLOTTE, NC 28227",MARKET RATE,600,1100,240,Real Data,1100,no,https://www.aptindex.com/
1482273.09689543,515514.891735256,234,470,MATTHEWS CROSSING II,7815 CALIBRE CROSSING DRIVE,"CHARLOTTE, NC 28227",MARKET RATE,700,1200,220,Real Data,1200,no,https://www.aptindex.com/
1467897.10596243,574470.876841426,235,433,LODGE AT MALLARD CREEK,7815 CHELSEA JADE LANE,"CHARLOTTE, NC 28269",MARKET RATE,600,1100,264,Real Data,1100,yes,https://www.aptindex.com/
1481346.84120201,516520.413018167,236,007,MCALPINE RIDGE,7900 KREFELD DRIVE,"CHARLOTTE, NC 28227",MARKET RATE,500,1000,320,Real Data,1000,yes,https://www.aptindex.com/
1466684.08148558,494437.944716007,237,304,SHOREWOOD AT RAINTREE,7907 SHOREWOOD DRIVE,"CHARLOTTE, NC 28277",MARKET RATE,800,1200,96,Real Data,1200,no,https://www.aptindex.com/
1468228.98325142,576254.019928679,238,023,ELON AT MALLARD CREEK,7916 HARRIS HILL LANE,"CHARLOTTE, NC 28269",MARKET RATE,600,1200,184,Real Data,1200,no,https://www.aptindex.com/
1440903.93849218,503288.182921007,239,207,RIVER BIRCH I,8000 RIVER BIRCH DRIVE,"CHARLOTTE, NC 28210",MARKET RATE,600,1100,210,Real Data,1100,no,https://www.aptindex.com/
1439345.97244801,506140.935745671,240,109,ANSON AT THE LAKES,8000 WATERFORD LAKES DRIVE,"CHARLOTTE, NC 28210",MARKET RATE,600,1200,694,Real Data,1200,no,https://www.aptindex.com/
1444136.61444151,586453.486078262,241,558,RESIDENCES AT BRAEMAR,8010 WOODSEDGE DRIVE,"CHARLOTTE, NC 28216",MARKET RATE,800,1300,160,Real Data,1200,no,https://www.aptindex.com/
1477362.95021968,518259.041430667,242,131,PARK AT SAN FERENTINO,8061 WOODSCAPE DRIVE,"CHARLOTTE, NC 28212",MARKET RATE,500,900,216,Real Data,900,yes,https://www.aptindex.com/
1440788.01549567,502219.977052167,243,658,RIVER BIRCH NORTHLAND,8200 RIVER BIRCH DRIVE,"CHARLOTTE, NC 28210",MARKET RATE,600,1300,184,Real Data,1200,no,https://www.aptindex.com/
1467448.71053375,580211.255452499,244,272,NORTHLAKE,8215 CRESCENT RIDGE DRIVE,"CHARLOTTE, NC 28269",MARKET RATE,700,1300,216,Real Data,1300,no,https://www.aptindex.com/
1481599.51294076,565259.69053942,245,336,CHANCELLOR PARK,8215 UNIVERSITY RIDGE,"CHARLOTTE, NC 28213",MARKET RATE,600,1200,340,Real Data,1100,no,https://www.aptindex.com/
1493542.06287451,538476.107623756,246,652,PLEASANT VIEW,8225 PENCE ROAD #B,"CHARLOTTE, NC 28215",AFFORDABLE,600,1000,85,Real Data,1000,Aff,https://www.aptindex.com/
1468647.12939675,577556.837204918,247,600,BEXLEY GREENWAY,8230 GREENWAY VILLAGE DRIVE,"CHARLOTTE, NC 28269",MARKET RATE,800,1200,266,Real Data,1200,no,https://www.aptindex.com/
1479025.91047643,516678.069198921,248,216,PARK AT SAN REMO,8242 RUNAWAY BAY DRIVE,"CHARLOTTE, NC 28212",MARKET RATE,500,1000,280,Real Data,1000,yes,https://www.aptindex.com/
1468124.34500925,579989.547890678,249,297,HARRIS POND,8301 HARRIS POND LANE,"CHARLOTTE, NC 28269",MARKET RATE,700,1200,170,Real Data,1200,no,https://www.aptindex.com/
1480889.62197208,565676.460703254,250,243,MAGNOLIA TERRACE,8301 PACES OAKS BLVD,"CHARLOTTE, NC 28213",MARKET RATE,600,1100,264,Real Data,1100,no,https://www.aptindex.com/
1443181.0025076,526350.002282843,251,041,ARBOR VILLAGE,839 SCALEYBARK ROAD,"CHARLOTTE, NC 28209",MARKET RATE,600,1100,220,Real Data,1100,yes,https://www.aptindex.com/
1442993.27978593,493190.411121845,252,130,ARIUM PINEVILLE,8401 HABERSHAM POINTE CIRCLE,"CHARLOTTE, NC 28226",MARKET RATE,600,1100,240,Real Data,1100,no,https://www.aptindex.com/
1436599.94349125,511003.273461923,253,200,MONTCLAIRE ESTATES,8508 LODGE S CIRCLE,"CHARLOTTE, NC 28217",MARKET RATE,600,1100,311,Real Data,1100,no,https://www.aptindex.com/
1438743.54648751,503393.678116843,254,415,RESERVE AT WATERFORD LAKES,8725 KODY MARIE COURT,"CHARLOTTE, NC 28210",MARKET RATE,700,1300,140,Real Data,1200,no,https://www.aptindex.com/
1482376.92050667,594715.854396001,255,702,RESERVE AT STONE HOLLOW,8800 HOLLOW CREEK CIRCLE,"CHARLOTTE, NC 28262",MARKET RATE,800,1300,194,Real Data,1200,no,https://www.aptindex.com/
1481691.57213984,566103.188852429,256,643,HEATHER RIDGE,8800 MEADOW VISTA ROAD,"CHARLOTTE, NC 28213",MARKET RATE,500,1100,192,Real Data,1100,yes,https://www.aptindex.com/
1470747.01200801,577724.997629762,257,525,COLONIAL GRAND @ LEGACY PARK,8810 LEGACY PARK DRIVE,"CHARLOTTE, NC 28269",MARKET RATE,700,1300,288,Real Data,1100,no,https://www.aptindex.com/
1435318.82236584,510067.524349168,258,448,ARROWOOD VILLAS,8825 MONT CARMEL LANE,"CHARLOTTE, NC 28217",AFFORDABLE,600,900,120,Real Data,900,Aff,https://www.aptindex.com/
1444270.90879235,501034.159869999,259,068,CROSSING AT QUAIL HOLLOW,8850 PARK ROAD,"CHARLOTTE, NC 28210",MARKET RATE,700,1200,128,Real Data,1200,no,https://www.aptindex.com/
1420141.06466368,510799.821112916,260,499,STONE RIDGE,8940 CAMDEN CREEK LANE,"CHARLOTTE, NC 28273",MARKET RATE,700,1300,318,Real Data,1200,no,https://www.aptindex.com/
1420896.69372985,509099.737242758,261,664,COLONIAL GRAND @ AYRSLEY,9005 LENOX POINTE DRIVE,"CHARLOTTE, NC 28273",MARKET RATE,800,1200,368,Real Data,1200,no,https://www.aptindex.com/
1483030.17969884,593312.241717666,262,882,ARDMORE KINGS GRANT,9015 KINGS GRANT DRIVE,"CHARLOTTE, NC 28262",MARKET RATE,1000,1300,357,Real Data,1200,no,https://www.aptindex.com/
1484371.71015225,531334.746578425,263,153,BROOKRIDGE,"9023 W.T. HARRIS BLVD, EAST","CHARLOTTE, NC 28227",MARKET RATE,600,1000,150,Real Data,1000,yes,https://www.aptindex.com/
1434049.30390751,553199.605079591,264,524,RAVENWOOD HILLS,903-M LYNN STREET,"CHARLOTTE, NC 28208",MARKET RATE,500,700,120,Real Data,700,yes,https://www.aptindex.com/
1437108.56320892,514302.143176511,265,517,ASHFORD PLACE,905 PINEVILLE POINT AVENUE,"CHARLOTTE, NC 28217",MARKET RATE,700,1200,288,Real Data,1200,no,https://www.aptindex.com/
1437144.0851195,509922.187697589,266,115,ARBORGATE,9056 ARBORGATE DRIVE,"CHARLOTTE, NC 28273",MARKET RATE,600,1100,152,Real Data,1100,yes,https://www.aptindex.com/
1467572.85956368,508125.046934918,267,235,RESERVE AT PROVIDENCE II,908-201 SUMMIT WALK DRIVE,"CHARLOTTE, NC 28270",MARKET RATE,600,1100,98,Real Data,1100,yes,https://www.aptindex.com/
1478569.03310934,573337.143216506,268,032,WALDEN COURT,9115 OLMSTED DRIVE,"CHARLOTTE, NC 28262",MARKET RATE,700,1000,144,Real Data,1000,yes,https://www.aptindex.com/
1432311.13448359,526852.021948084,269,503,COURTNEY RIDGE,920 YORKMONT RIDGE LANE,"CHARLOTTE, NC 28217",MARKET RATE,700,1300,280,Real Data,1200,no,https://www.aptindex.com/
1451788.39966284,488708.1431835,270,069,CAMDEN TOUCHSTONE,9200 WESTBURY WOODS DRIVE,"CHARLOTTE, NC 28277",MARKET RATE,700,1200,132,Real Data,1100,no,https://www.aptindex.com/
1440356.43860292,494666.85239467,271,241,WILLOW RIDGE,9200 WILLOW RIDGE ROAD,"CHARLOTTE, NC 28210",MARKET RATE,500,1100,456,Real Data,1100,yes,https://www.aptindex.com/
1477492.51295267,575092.870676175,272,206,HUDSON COMMONS,9201 GLENWATER DRIVE,"CHARLOTTE, NC 28262",MARKET RATE,600,1100,276,Real Data,1100,no,https://www.aptindex.com/
1477452.72563067,580899.168774843,273,813,ALEXANDER VILLAGE,9224 GRAHAM RIDGE DRIVE,"CHARLOTTE, NC 28262",MARKET RATE,1100,1300,320,Real Data,1200,no,https://www.aptindex.com/
1479859.16701201,574235.715566337,274,242,LAKE AT THE UNIVERSITY,9401 GROVE HILL DRIVE,"CHARLOTTE, NC 28262",MARKET RATE,700,1200,302,Real Data,1200,no,https://www.aptindex.com/
